bird_name,count,Year,Transect,Temp,ObservCond,Bay
Marbled Murrelet,0,1996,178,3.5,Good,Uyak
Long-tailed Duck,2,1996,178,3.5,Good,Uyak
Pigeon Guillemot,0,1996,178,3.5,Good,Uyak
Red-breasted Merganser,0,1996,178,3.5,Good,Uyak
Red-necked Grebe,0,1996,178,3.5,Good,Uyak
Surf Scoter,0,1996,178,3.5,Good,Uyak
White-winged Scoter,0,1996,178,3.5,Good,Uyak
Barrow's Goldeneye,0,1997,178,3,Excellent,Uyak
Black Scoter,0,1997,178,3,Excellent,Uyak
Common Merganser,0,1997,178,3,Excellent,Uyak
Common Murre,21,1997,178,3,Excellent,Uyak
Cormorant,0,1997,178,3,Excellent,Uyak
Harlequin Duck,0,1997,178,3,Excellent,Uyak
Horned Grebe,0,1997,178,3,Excellent,Uyak
Loon,1,1997,178,3,Excellent,Uyak
Marbled Murrelet,2,1997,178,3,Excellent,Uyak
Long-tailed Duck,0,1997,178,3,Excellent,Uyak
Pigeon Guillemot,0,1997,178,3,Excellent,Uyak
Red-breasted Merganser,0,1997,178,3,Excellent,Uyak
Red-necked Grebe,0,1997,178,3,Excellent,Uyak
Surf Scoter,0,1997,178,3,Excellent,Uyak
White-winged Scoter,0,1997,178,3,Excellent,Uyak
Barrow's Goldeneye,0,1999,178,2.4,Excellent,Uyak
Black Scoter,0,1999,178,2.4,Excellent,Uyak
Common Merganser,0,1999,178,2.4,Excellent,Uyak
Common Murre,23,1999,178,2.4,Excellent,Uyak
Cormorant,0,1999,178,2.4,Excellent,Uyak
Harlequin Duck,0,1999,178,2.4,Excellent,Uyak
Horned Grebe,0,1999,178,2.4,Excellent,Uyak
Loon,3,1999,178,2.4,Excellent,Uyak
Marbled Murrelet,1,1999,178,2.4,Excellent,Uyak
Long-tailed Duck,0,1999,178,2.4,Excellent,Uyak
Pigeon Guillemot,0,1999,178,2.4,Excellent,Uyak
Red-breasted Merganser,0,1999,178,2.4,Excellent,Uyak
Red-necked Grebe,0,1999,178,2.4,Excellent,Uyak
Surf Scoter,0,1999,178,2.4,Excellent,Uyak
White-winged Scoter,0,1999,178,2.4,Excellent,Uyak
Barrow's Goldeneye,0,2000,178,2.6,Excellent,Uyak
Black Scoter,0,2000,178,2.6,Excellent,Uyak
Common Merganser,0,2000,178,2.6,Excellent,Uyak
Common Murre,7,2000,178,2.6,Excellent,Uyak
Cormorant,0,2000,178,2.6,Excellent,Uyak
Harlequin Duck,0,2000,178,2.6,Excellent,Uyak
Horned Grebe,0,2000,178,2.6,Excellent,Uyak
Loon,0,2000,178,2.6,Excellent,Uyak
Marbled Murrelet,0,2000,178,2.6,Excellent,Uyak
Long-tailed Duck,0,2000,178,2.6,Excellent,Uyak
Pigeon Guillemot,1,2000,178,2.6,Excellent,Uyak
Red-breasted Merganser,0,2000,178,2.6,Excellent,Uyak
Red-necked Grebe,0,2000,178,2.6,Excellent,Uyak
Surf Scoter,0,2000,178,2.6,Excellent,Uyak
White-winged Scoter,0,2000,178,2.6,Excellent,Uyak
Barrow's Goldeneye,0,2001,178,3.8,Excellent,Uyak
Black Scoter,0,2001,178,3.8,Excellent,Uyak
Common Merganser,0,2001,178,3.8,Excellent,Uyak
Common Murre,96,2001,178,3.8,Excellent,Uyak
Cormorant,3,2001,178,3.8,Excellent,Uyak
Harlequin Duck,0,2001,178,3.8,Excellent,Uyak
Horned Grebe,0,2001,178,3.8,Excellent,Uyak
Loon,1,2001,178,3.8,Excellent,Uyak
Marbled Murrelet,0,2001,178,3.8,Excellent,Uyak
Long-tailed Duck,0,2001,178,3.8,Excellent,Uyak
Pigeon Guillemot,0,2001,178,3.8,Excellent,Uyak
Red-breasted Merganser,0,2001,178,3.8,Excellent,Uyak
Red-necked Grebe,0,2001,178,3.8,Excellent,Uyak
Surf Scoter,0,2001,178,3.8,Excellent,Uyak
White-winged Scoter,0,2001,178,3.8,Excellent,Uyak
Barrow's Goldeneye,0,2002,178,3.95,Excellent,Uyak
Black Scoter,0,2002,178,3.95,Excellent,Uyak
Common Merganser,0,2002,178,3.95,Excellent,Uyak
Common Murre,6,2002,178,3.95,Excellent,Uyak
Cormorant,0,2002,178,3.95,Excellent,Uyak
Harlequin Duck,0,2002,178,3.95,Excellent,Uyak
Horned Grebe,0,2002,178,3.95,Excellent,Uyak
Loon,0,2002,178,3.95,Excellent,Uyak
Marbled Murrelet,0,2002,178,3.95,Excellent,Uyak
Long-tailed Duck,0,2002,178,3.95,Excellent,Uyak
Pigeon Guillemot,0,2002,178,3.95,Excellent,Uyak
Red-breasted Merganser,0,2002,178,3.95,Excellent,Uyak
Red-necked Grebe,0,2002,178,3.95,Excellent,Uyak
Surf Scoter,0,2002,178,3.95,Excellent,Uyak
White-winged Scoter,0,2002,178,3.95,Excellent,Uyak
Barrow's Goldeneye,0,2003,178,4.5,Excellent,Uyak
Black Scoter,0,2003,178,4.5,Excellent,Uyak
Common Merganser,0,2003,178,4.5,Excellent,Uyak
Common Murre,27,2003,178,4.5,Excellent,Uyak
Cormorant,0,2003,178,4.5,Excellent,Uyak
Harlequin Duck,0,2003,178,4.5,Excellent,Uyak
Horned Grebe,0,2003,178,4.5,Excellent,Uyak
Loon,0,2003,178,4.5,Excellent,Uyak
Marbled Murrelet,10,2003,178,4.5,Excellent,Uyak
Long-tailed Duck,0,2003,178,4.5,Excellent,Uyak
Pigeon Guillemot,1,2003,178,4.5,Excellent,Uyak
Red-breasted Merganser,0,2003,178,4.5,Excellent,Uyak
Red-necked Grebe,0,2003,178,4.5,Excellent,Uyak
Surf Scoter,0,2003,178,4.5,Excellent,Uyak
White-winged Scoter,0,2003,178,4.5,Excellent,Uyak
Barrow's Goldeneye,0,2004,178,4.2,Excellent,Uyak
Black Scoter,0,2004,178,4.2,Excellent,Uyak
Common Merganser,0,2004,178,4.2,Excellent,Uyak
Common Murre,290,2004,178,4.2,Excellent,Uyak
Harlequin Duck,0,2004,178,4.2,Excellent,Uyak
Horned Grebe,0,2004,178,4.2,Excellent,Uyak
Loon,2,2004,178,4.2,Excellent,Uyak
Marbled Murrelet,7,2004,178,4.2,Excellent,Uyak
Long-tailed Duck,3,2004,178,4.2,Excellent,Uyak
Pigeon Guillemot,0,2004,178,4.2,Excellent,Uyak
Red-breasted Merganser,0,2004,178,4.2,Excellent,Uyak
Red-necked Grebe,0,2004,178,4.2,Excellent,Uyak
Surf Scoter,0,2004,178,4.2,Excellent,Uyak
White-winged Scoter,0,2004,178,4.2,Excellent,Uyak
Barrow's Goldeneye,0,2005,178,4.6,Average,Uyak
Black Scoter,0,2005,178,4.6,Average,Uyak
Common Merganser,0,2005,178,4.6,Average,Uyak
Common Murre,75,2005,178,4.6,Average,Uyak
Harlequin Duck,0,2005,178,4.6,Average,Uyak
Horned Grebe,0,2005,178,4.6,Average,Uyak
Marbled Murrelet,0,2005,178,4.6,Average,Uyak
Long-tailed Duck,0,2005,178,4.6,Average,Uyak
Pigeon Guillemot,0,2005,178,4.6,Average,Uyak
Red-breasted Merganser,0,2005,178,4.6,Average,Uyak
Red-necked Grebe,0,2005,178,4.6,Average,Uyak
Surf Scoter,0,2005,178,4.6,Average,Uyak
White-winged Scoter,0,2005,178,4.6,Average,Uyak
Barrow's Goldeneye,0,1986,179,4,Excellent,Uyak
Black Scoter,0,1986,179,4,Excellent,Uyak
Common Merganser,0,1986,179,4,Excellent,Uyak
Common Murre,13,1986,179,4,Excellent,Uyak
Cormorant,9,1986,179,4,Excellent,Uyak
Harlequin Duck,0,1986,179,4,Excellent,Uyak
Horned Grebe,0,1986,179,4,Excellent,Uyak
Loon,2,1986,179,4,Excellent,Uyak
Marbled Murrelet,2,1986,179,4,Excellent,Uyak
Long-tailed Duck,4,1986,179,4,Excellent,Uyak
Pigeon Guillemot,4,1986,179,4,Excellent,Uyak
Red-breasted Merganser,0,1986,179,4,Excellent,Uyak
Red-necked Grebe,0,1986,179,4,Excellent,Uyak
Surf Scoter,0,1986,179,4,Excellent,Uyak
White-winged Scoter,0,1986,179,4,Excellent,Uyak
Barrow's Goldeneye,0,1987,179,4.9,Excellent,Uyak
Black Scoter,0,1987,179,4.9,Excellent,Uyak
Common Merganser,0,1987,179,4.9,Excellent,Uyak
Common Murre,8,1987,179,4.9,Excellent,Uyak
Cormorant,5,1987,179,4.9,Excellent,Uyak
Harlequin Duck,0,1987,179,4.9,Excellent,Uyak
Horned Grebe,0,1987,179,4.9,Excellent,Uyak
Loon,0,1987,179,4.9,Excellent,Uyak
Marbled Murrelet,0,1987,179,4.9,Excellent,Uyak
Long-tailed Duck,2,1987,179,4.9,Excellent,Uyak
Pigeon Guillemot,4,1987,179,4.9,Excellent,Uyak
Red-breasted Merganser,0,1987,179,4.9,Excellent,Uyak
Red-necked Grebe,0,1987,179,4.9,Excellent,Uyak
Surf Scoter,0,1987,179,4.9,Excellent,Uyak
White-winged Scoter,8,1987,179,4.9,Excellent,Uyak
Barrow's Goldeneye,0,1988,179,4.5,Average,Uyak
Black Scoter,0,1988,179,4.5,Average,Uyak
Common Merganser,0,1988,179,4.5,Average,Uyak
Common Murre,16,1988,179,4.5,Average,Uyak
Cormorant,1,1988,179,4.5,Average,Uyak
Harlequin Duck,0,1988,179,4.5,Average,Uyak
Horned Grebe,0,1988,179,4.5,Average,Uyak
Loon,0,1988,179,4.5,Average,Uyak
Marbled Murrelet,0,1988,179,4.5,Average,Uyak
Long-tailed Duck,0,1988,179,4.5,Average,Uyak
Pigeon Guillemot,0,1988,179,4.5,Average,Uyak
Red-breasted Merganser,0,1988,179,4.5,Average,Uyak
Red-necked Grebe,0,1988,179,4.5,Average,Uyak
Surf Scoter,0,1988,179,4.5,Average,Uyak
White-winged Scoter,0,1988,179,4.5,Average,Uyak
Barrow's Goldeneye,0,1989,179,2.6,Good,Uyak
Black Scoter,5,1989,179,2.6,Good,Uyak
Common Merganser,0,1989,179,2.6,Good,Uyak
Common Murre,9,1989,179,2.6,Good,Uyak
Cormorant,3,1989,179,2.6,Good,Uyak
Harlequin Duck,0,1989,179,2.6,Good,Uyak
Horned Grebe,0,1989,179,2.6,Good,Uyak
Loon,1,1989,179,2.6,Good,Uyak
Marbled Murrelet,0,1989,179,2.6,Good,Uyak
Long-tailed Duck,26,1989,179,2.6,Good,Uyak
Pigeon Guillemot,0,1989,179,2.6,Good,Uyak
Red-breasted Merganser,0,1989,179,2.6,Good,Uyak
Red-necked Grebe,0,1989,179,2.6,Good,Uyak
Surf Scoter,0,1989,179,2.6,Good,Uyak
White-winged Scoter,4,1989,179,2.6,Good,Uyak
Barrow's Goldeneye,0,1990,179,2.2,Excellent,Uyak
Black Scoter,0,1990,179,2.2,Excellent,Uyak
Common Merganser,0,1990,179,2.2,Excellent,Uyak
Common Murre,24,1990,179,2.2,Excellent,Uyak
Cormorant,1,1990,179,2.2,Excellent,Uyak
Harlequin Duck,0,1990,179,2.2,Excellent,Uyak
Horned Grebe,1,1990,179,2.2,Excellent,Uyak
Loon,0,1990,179,2.2,Excellent,Uyak
Marbled Murrelet,2,1990,179,2.2,Excellent,Uyak
Long-tailed Duck,10,1990,179,2.2,Excellent,Uyak
Pigeon Guillemot,2,1990,179,2.2,Excellent,Uyak
Red-breasted Merganser,0,1990,179,2.2,Excellent,Uyak
Red-necked Grebe,1,1990,179,2.2,Excellent,Uyak
Surf Scoter,0,1990,179,2.2,Excellent,Uyak
White-winged Scoter,7,1990,179,2.2,Excellent,Uyak
Barrow's Goldeneye,0,1992,179,3.5,Excellent,Uyak
Black Scoter,3,1992,179,3.5,Excellent,Uyak
Common Merganser,0,1992,179,3.5,Excellent,Uyak
Common Murre,8,1992,179,3.5,Excellent,Uyak
Cormorant,2,1992,179,3.5,Excellent,Uyak
Harlequin Duck,1,1992,179,3.5,Excellent,Uyak
Horned Grebe,0,1992,179,3.5,Excellent,Uyak
Loon,1,1992,179,3.5,Excellent,Uyak
Marbled Murrelet,0,1992,179,3.5,Excellent,Uyak
Long-tailed Duck,2,1992,179,3.5,Excellent,Uyak
Pigeon Guillemot,0,1992,179,3.5,Excellent,Uyak
Red-breasted Merganser,0,1992,179,3.5,Excellent,Uyak
Red-necked Grebe,0,1992,179,3.5,Excellent,Uyak
Surf Scoter,0,1992,179,3.5,Excellent,Uyak
White-winged Scoter,19,1992,179,3.5,Excellent,Uyak
Barrow's Goldeneye,0,1993,179,3.5,Average,Uyak
Black Scoter,0,1993,179,3.5,Average,Uyak
Common Merganser,0,1993,179,3.5,Average,Uyak
Common Murre,4,1993,179,3.5,Average,Uyak
Cormorant,4,1993,179,3.5,Average,Uyak
Harlequin Duck,0,1993,179,3.5,Average,Uyak
Horned Grebe,0,1993,179,3.5,Average,Uyak
Loon,0,1993,179,3.5,Average,Uyak
Marbled Murrelet,4,1993,179,3.5,Average,Uyak
Long-tailed Duck,4,1993,179,3.5,Average,Uyak
Pigeon Guillemot,1,1993,179,3.5,Average,Uyak
Red-breasted Merganser,0,1993,179,3.5,Average,Uyak
Red-necked Grebe,0,1993,179,3.5,Average,Uyak
Surf Scoter,0,1993,179,3.5,Average,Uyak
White-winged Scoter,0,1993,179,3.5,Average,Uyak
Barrow's Goldeneye,0,1994,179,3.5,Average,Uyak
Black Scoter,0,1994,179,3.5,Average,Uyak
Common Merganser,0,1994,179,3.5,Average,Uyak
Common Murre,6,1994,179,3.5,Average,Uyak
Cormorant,4,1994,179,3.5,Average,Uyak
Harlequin Duck,0,1994,179,3.5,Average,Uyak
Horned Grebe,0,1994,179,3.5,Average,Uyak
Loon,0,1994,179,3.5,Average,Uyak
Marbled Murrelet,0,1994,179,3.5,Average,Uyak
Long-tailed Duck,9,1994,179,3.5,Average,Uyak
Pigeon Guillemot,0,1994,179,3.5,Average,Uyak
Red-breasted Merganser,0,1994,179,3.5,Average,Uyak
Red-necked Grebe,0,1994,179,3.5,Average,Uyak
Surf Scoter,0,1994,179,3.5,Average,Uyak
White-winged Scoter,60,1994,179,3.5,Average,Uyak
Barrow's Goldeneye,0,1995,179,3.5,Average,Uyak
Black Scoter,0,1995,179,3.5,Average,Uyak
Common Merganser,0,1995,179,3.5,Average,Uyak
Common Murre,67,1995,179,3.5,Average,Uyak
Cormorant,0,1995,179,3.5,Average,Uyak
Harlequin Duck,0,1995,179,3.5,Average,Uyak
Horned Grebe,0,1995,179,3.5,Average,Uyak
Loon,0,1995,179,3.5,Average,Uyak
Marbled Murrelet,2,1995,179,3.5,Average,Uyak
Long-tailed Duck,54,1995,179,3.5,Average,Uyak
Pigeon Guillemot,0,1995,179,3.5,Average,Uyak
Red-breasted Merganser,0,1995,179,3.5,Average,Uyak
Red-necked Grebe,0,1995,179,3.5,Average,Uyak
Surf Scoter,0,1995,179,3.5,Average,Uyak
White-winged Scoter,3,1995,179,3.5,Average,Uyak
Barrow's Goldeneye,0,1996,179,3.5,Average,Uyak
Black Scoter,0,1996,179,3.5,Average,Uyak
Common Merganser,0,1996,179,3.5,Average,Uyak
Common Murre,3,1996,179,3.5,Average,Uyak
Cormorant,3,1996,179,3.5,Average,Uyak
Harlequin Duck,0,1996,179,3.5,Average,Uyak
Horned Grebe,0,1996,179,3.5,Average,Uyak
Loon,0,1996,179,3.5,Average,Uyak
Marbled Murrelet,0,1996,179,3.5,Average,Uyak
Long-tailed Duck,16,1996,179,3.5,Average,Uyak
Pigeon Guillemot,0,1996,179,3.5,Average,Uyak
Red-breasted Merganser,0,1996,179,3.5,Average,Uyak
Red-necked Grebe,0,1996,179,3.5,Average,Uyak
Surf Scoter,0,1996,179,3.5,Average,Uyak
White-winged Scoter,2,1996,179,3.5,Average,Uyak
Barrow's Goldeneye,0,1997,179,3,Excellent,Uyak
Black Scoter,0,1997,179,3,Excellent,Uyak
Common Merganser,0,1997,179,3,Excellent,Uyak
Common Murre,5,1997,179,3,Excellent,Uyak
Cormorant,2,1997,179,3,Excellent,Uyak
Harlequin Duck,4,1997,179,3,Excellent,Uyak
Horned Grebe,1,1997,179,3,Excellent,Uyak
Loon,4,1997,179,3,Excellent,Uyak
Marbled Murrelet,0,1997,179,3,Excellent,Uyak
Long-tailed Duck,67,1997,179,3,Excellent,Uyak
Pigeon Guillemot,0,1997,179,3,Excellent,Uyak
Red-breasted Merganser,0,1997,179,3,Excellent,Uyak
Red-necked Grebe,0,1997,179,3,Excellent,Uyak
Surf Scoter,0,1997,179,3,Excellent,Uyak
White-winged Scoter,47,1997,179,3,Excellent,Uyak
Barrow's Goldeneye,0,1999,179,2.7,Excellent,Uyak
Black Scoter,0,1999,179,2.7,Excellent,Uyak
Common Merganser,0,1999,179,2.7,Excellent,Uyak
Common Murre,3,1999,179,2.7,Excellent,Uyak
Cormorant,5,1999,179,2.7,Excellent,Uyak
Harlequin Duck,0,1999,179,2.7,Excellent,Uyak
Horned Grebe,0,1999,179,2.7,Excellent,Uyak
Loon,4,1999,179,2.7,Excellent,Uyak
Marbled Murrelet,2,1999,179,2.7,Excellent,Uyak
Long-tailed Duck,55,1999,179,2.7,Excellent,Uyak
Pigeon Guillemot,0,1999,179,2.7,Excellent,Uyak
Red-breasted Merganser,15,1999,179,2.7,Excellent,Uyak
Red-necked Grebe,0,1999,179,2.7,Excellent,Uyak
Surf Scoter,0,1999,179,2.7,Excellent,Uyak
White-winged Scoter,110,1999,179,2.7,Excellent,Uyak
Barrow's Goldeneye,0,2000,179,2.6,Excellent,Uyak
Black Scoter,0,2000,179,2.6,Excellent,Uyak
Common Merganser,0,2000,179,2.6,Excellent,Uyak
Common Murre,11,2000,179,2.6,Excellent,Uyak
Cormorant,8,2000,179,2.6,Excellent,Uyak
Harlequin Duck,0,2000,179,2.6,Excellent,Uyak
Horned Grebe,0,2000,179,2.6,Excellent,Uyak
Loon,6,2000,179,2.6,Excellent,Uyak
Marbled Murrelet,0,2000,179,2.6,Excellent,Uyak
Long-tailed Duck,61,2000,179,2.6,Excellent,Uyak
Pigeon Guillemot,0,2000,179,2.6,Excellent,Uyak
Red-breasted Merganser,0,2000,179,2.6,Excellent,Uyak
Red-necked Grebe,0,2000,179,2.6,Excellent,Uyak
Surf Scoter,0,2000,179,2.6,Excellent,Uyak
White-winged Scoter,3,2000,179,2.6,Excellent,Uyak
Barrow's Goldeneye,0,2001,179,3.9,Excellent,Uyak
Black Scoter,0,2001,179,3.9,Excellent,Uyak
Common Merganser,0,2001,179,3.9,Excellent,Uyak
Common Murre,2,2001,179,3.9,Excellent,Uyak
Cormorant,7,2001,179,3.9,Excellent,Uyak
Harlequin Duck,2,2001,179,3.9,Excellent,Uyak
Horned Grebe,0,2001,179,3.9,Excellent,Uyak
Loon,2,2001,179,3.9,Excellent,Uyak
Marbled Murrelet,3,2001,179,3.9,Excellent,Uyak
Long-tailed Duck,30,2001,179,3.9,Excellent,Uyak
Pigeon Guillemot,0,2001,179,3.9,Excellent,Uyak
Red-breasted Merganser,0,2001,179,3.9,Excellent,Uyak
Red-necked Grebe,0,2001,179,3.9,Excellent,Uyak
Surf Scoter,0,2001,179,3.9,Excellent,Uyak
White-winged Scoter,0,2001,179,3.9,Excellent,Uyak
Barrow's Goldeneye,0,2002,179,3.82,Excellent,Uyak
Black Scoter,0,2002,179,3.82,Excellent,Uyak
Common Merganser,0,2002,179,3.82,Excellent,Uyak
Common Murre,1,2002,179,3.82,Excellent,Uyak
Cormorant,9,2002,179,3.82,Excellent,Uyak
Harlequin Duck,1,2002,179,3.82,Excellent,Uyak
Horned Grebe,0,2002,179,3.82,Excellent,Uyak
Loon,3,2002,179,3.82,Excellent,Uyak
Marbled Murrelet,3,2002,179,3.82,Excellent,Uyak
Long-tailed Duck,5,2002,179,3.82,Excellent,Uyak
Pigeon Guillemot,0,2002,179,3.82,Excellent,Uyak
Red-breasted Merganser,0,2002,179,3.82,Excellent,Uyak
Red-necked Grebe,2,2002,179,3.82,Excellent,Uyak
Surf Scoter,0,2002,179,3.82,Excellent,Uyak
White-winged Scoter,0,2002,179,3.82,Excellent,Uyak
Barrow's Goldeneye,0,2003,179,4.1,Excellent,Uyak
Black Scoter,0,2003,179,4.1,Excellent,Uyak
Common Merganser,0,2003,179,4.1,Excellent,Uyak
Common Murre,25,2003,179,4.1,Excellent,Uyak
Cormorant,9,2003,179,4.1,Excellent,Uyak
Harlequin Duck,0,2003,179,4.1,Excellent,Uyak
Horned Grebe,0,2003,179,4.1,Excellent,Uyak
Loon,2,2003,179,4.1,Excellent,Uyak
Marbled Murrelet,27,2003,179,4.1,Excellent,Uyak
Long-tailed Duck,8,2003,179,4.1,Excellent,Uyak
Pigeon Guillemot,0,2003,179,4.1,Excellent,Uyak
Red-breasted Merganser,0,2003,179,4.1,Excellent,Uyak
Red-necked Grebe,0,2003,179,4.1,Excellent,Uyak
Surf Scoter,0,2003,179,4.1,Excellent,Uyak
White-winged Scoter,0,2003,179,4.1,Excellent,Uyak
Barrow's Goldeneye,0,2004,179,4.1,Excellent,Uyak
Black Scoter,0,2004,179,4.1,Excellent,Uyak
Common Merganser,0,2004,179,4.1,Excellent,Uyak
Common Murre,11,2004,179,4.1,Excellent,Uyak
Harlequin Duck,2,2004,179,4.1,Excellent,Uyak
Horned Grebe,0,2004,179,4.1,Excellent,Uyak
Loon,1,2004,179,4.1,Excellent,Uyak
Marbled Murrelet,1,2004,179,4.1,Excellent,Uyak
Long-tailed Duck,131,2004,179,4.1,Excellent,Uyak
Pigeon Guillemot,2,2004,179,4.1,Excellent,Uyak
Red-breasted Merganser,2,2004,179,4.1,Excellent,Uyak
Red-necked Grebe,4,2004,179,4.1,Excellent,Uyak
Surf Scoter,0,2004,179,4.1,Excellent,Uyak
White-winged Scoter,0,2004,179,4.1,Excellent,Uyak
Barrow's Goldeneye,0,2005,179,4.4,Average,Uyak
Black Scoter,0,2005,179,4.4,Average,Uyak
Common Merganser,0,2005,179,4.4,Average,Uyak
Common Murre,54,2005,179,4.4,Average,Uyak
Harlequin Duck,0,2005,179,4.4,Average,Uyak
Horned Grebe,0,2005,179,4.4,Average,Uyak
Marbled Murrelet,0,2005,179,4.4,Average,Uyak
Long-tailed Duck,16,2005,179,4.4,Average,Uyak
Pigeon Guillemot,0,2005,179,4.4,Average,Uyak
Red-breasted Merganser,0,2005,179,4.4,Average,Uyak
Red-necked Grebe,0,2005,179,4.4,Average,Uyak
Surf Scoter,0,2005,179,4.4,Average,Uyak
White-winged Scoter,7,2005,179,4.4,Average,Uyak
Barrow's Goldeneye,0,1986,201,4.8,Average,Uganik
Black Scoter,0,1986,201,4.8,Average,Uganik
Common Merganser,0,1986,201,4.8,Average,Uganik
Common Murre,8,1986,201,4.8,Average,Uganik
Cormorant,5,1986,201,4.8,Average,Uganik
Harlequin Duck,13,1986,201,4.8,Average,Uganik
Horned Grebe,1,1986,201,4.8,Average,Uganik
Loon,0,1986,201,4.8,Average,Uganik
Marbled Murrelet,7,1986,201,4.8,Average,Uganik
Long-tailed Duck,0,1986,201,4.8,Average,Uganik
Pigeon Guillemot,1,1986,201,4.8,Average,Uganik
Red-breasted Merganser,0,1986,201,4.8,Average,Uganik
Red-necked Grebe,0,1986,201,4.8,Average,Uganik
Surf Scoter,0,1986,201,4.8,Average,Uganik
White-winged Scoter,0,1986,201,4.8,Average,Uganik
Barrow's Goldeneye,0,1987,201,4.7,Excellent,Uganik
Black Scoter,1,1987,201,4.7,Excellent,Uganik
Common Merganser,0,1987,201,4.7,Excellent,Uganik
Common Murre,7,1987,201,4.7,Excellent,Uganik
Cormorant,8,1987,201,4.7,Excellent,Uganik
Harlequin Duck,2,1987,201,4.7,Excellent,Uganik
Horned Grebe,0,1987,201,4.7,Excellent,Uganik
Loon,2,1987,201,4.7,Excellent,Uganik
Marbled Murrelet,6,1987,201,4.7,Excellent,Uganik
Long-tailed Duck,10,1987,201,4.7,Excellent,Uganik
Pigeon Guillemot,2,1987,201,4.7,Excellent,Uganik
Red-breasted Merganser,0,1987,201,4.7,Excellent,Uganik
Red-necked Grebe,1,1987,201,4.7,Excellent,Uganik
Surf Scoter,0,1987,201,4.7,Excellent,Uganik
White-winged Scoter,0,1987,201,4.7,Excellent,Uganik
Barrow's Goldeneye,28,1988,201,4.5,Average,Uganik
Black Scoter,10,1988,201,4.5,Average,Uganik
Common Merganser,0,1988,201,4.5,Average,Uganik
Common Murre,46,1988,201,4.5,Average,Uganik
Cormorant,5,1988,201,4.5,Average,Uganik
Harlequin Duck,0,1988,201,4.5,Average,Uganik
Horned Grebe,2,1988,201,4.5,Average,Uganik
Loon,2,1988,201,4.5,Average,Uganik
Marbled Murrelet,5,1988,201,4.5,Average,Uganik
Long-tailed Duck,4,1988,201,4.5,Average,Uganik
Pigeon Guillemot,2,1988,201,4.5,Average,Uganik
Red-breasted Merganser,0,1988,201,4.5,Average,Uganik
Red-necked Grebe,1,1988,201,4.5,Average,Uganik
Surf Scoter,0,1988,201,4.5,Average,Uganik
White-winged Scoter,19,1988,201,4.5,Average,Uganik
Barrow's Goldeneye,24,1989,201,2.5,Excellent,Uganik
Black Scoter,10,1989,201,2.5,Excellent,Uganik
Common Merganser,0,1989,201,2.5,Excellent,Uganik
Common Murre,10,1989,201,2.5,Excellent,Uganik
Cormorant,3,1989,201,2.5,Excellent,Uganik
Harlequin Duck,35,1989,201,2.5,Excellent,Uganik
Horned Grebe,7,1989,201,2.5,Excellent,Uganik
Loon,3,1989,201,2.5,Excellent,Uganik
Marbled Murrelet,0,1989,201,2.5,Excellent,Uganik
Long-tailed Duck,3,1989,201,2.5,Excellent,Uganik
Pigeon Guillemot,0,1989,201,2.5,Excellent,Uganik
Red-breasted Merganser,0,1989,201,2.5,Excellent,Uganik
Red-necked Grebe,0,1989,201,2.5,Excellent,Uganik
Surf Scoter,0,1989,201,2.5,Excellent,Uganik
White-winged Scoter,19,1989,201,2.5,Excellent,Uganik
Barrow's Goldeneye,0,1990,201,1.8,Excellent,Uganik
Black Scoter,0,1990,201,1.8,Excellent,Uganik
Common Merganser,0,1990,201,1.8,Excellent,Uganik
Common Murre,9,1990,201,1.8,Excellent,Uganik
Cormorant,5,1990,201,1.8,Excellent,Uganik
Harlequin Duck,2,1990,201,1.8,Excellent,Uganik
Horned Grebe,2,1990,201,1.8,Excellent,Uganik
Loon,4,1990,201,1.8,Excellent,Uganik
Marbled Murrelet,12,1990,201,1.8,Excellent,Uganik
Long-tailed Duck,7,1990,201,1.8,Excellent,Uganik
Pigeon Guillemot,1,1990,201,1.8,Excellent,Uganik
Red-breasted Merganser,13,1990,201,1.8,Excellent,Uganik
Red-necked Grebe,0,1990,201,1.8,Excellent,Uganik
Surf Scoter,22,1990,201,1.8,Excellent,Uganik
White-winged Scoter,0,1990,201,1.8,Excellent,Uganik
Barrow's Goldeneye,22,1991,201,2,Excellent,Uganik
Black Scoter,25,1991,201,2,Excellent,Uganik
Common Merganser,0,1991,201,2,Excellent,Uganik
Common Murre,2,1991,201,2,Excellent,Uganik
Cormorant,1,1991,201,2,Excellent,Uganik
Harlequin Duck,6,1991,201,2,Excellent,Uganik
Horned Grebe,8,1991,201,2,Excellent,Uganik
Loon,0,1991,201,2,Excellent,Uganik
Marbled Murrelet,23,1991,201,2,Excellent,Uganik
Long-tailed Duck,5,1991,201,2,Excellent,Uganik
Pigeon Guillemot,7,1991,201,2,Excellent,Uganik
Red-breasted Merganser,0,1991,201,2,Excellent,Uganik
Red-necked Grebe,2,1991,201,2,Excellent,Uganik
Surf Scoter,0,1991,201,2,Excellent,Uganik
White-winged Scoter,0,1991,201,2,Excellent,Uganik
Barrow's Goldeneye,4,1992,201,3.5,Excellent,Uganik
Black Scoter,4,1992,201,3.5,Excellent,Uganik
Common Merganser,0,1992,201,3.5,Excellent,Uganik
Common Murre,2,1992,201,3.5,Excellent,Uganik
Cormorant,8,1992,201,3.5,Excellent,Uganik
