price,Overall.Qual,Overall.Cond,Year.Built,Full.Bath,Bedroom.AbvGr
184900,8,9,1910,2,3
145000,6,6,1927,1,4
125000,5,8,1925,1,3
114000,5,7,1910,1,3
90000,5,5,1900,2,5
144100,6,8,1910,2,3
117500,6,4,1880,2,5
124500,5,7,1930,1,3
185000,7,8,1879,2,3
133900,6,6,1910,2,4
152000,6,7,1926,2,3
153500,5,6,1948,1,2
159500,7,8,1890,1,3
87000,5,5,1930,1,2
104500,4,6,1956,1,2
110000,4,7,1949,2,1
136500,5,7,1925,1,1
128250,5,6,1950,1,3
144000,5,5,1920,1,3
210000,6,7,1923,1,3
135000,5,7,1939,2,3
128000,6,6,1939,1,3
131000,6,6,1941,1,3
113000,5,7,1939,1,2
126000,6,5,1938,1,3
132000,5,8,1939,1,4
131750,5,7,1930,1,3
132500,5,6,1926,1,2
137500,5,8,1920,1,4
132000,7,8,1929,1,2
127500,6,6,1931,1,3
102000,6,5,1926,1,2
200000,6,8,1918,2,4
180500,6,6,1919,1,3
165000,6,7,1920,1,3
90000,5,5,1926,1,4
153575,6,7,1915,1,3
140000,7,6,1929,1,3
136000,6,7,1916,2,5
113000,5,4,1901,2,3
117000,5,3,1901,1,2
169500,7,4,1931,1,4
139400,7,7,1930,1,3
202500,6,6,1963,3,5
127000,6,7,1914,1,3
141000,6,6,1937,1,3
212300,7,9,1950,1,4
161000,6,5,1915,1,3
99500,4,6,1958,2,3
101000,5,7,1920,1,3
109900,4,7,1916,1,2
128500,5,6,1941,1,2
122000,7,4,1910,1,4
87000,5,7,1930,1,3
50000,4,1,1910,2,3
219000,7,8,1937,1,3
200500,5,6,1946,3,3
126000,5,6,1940,1,3
108500,5,6,1942,1,2
130000,5,5,1963,1,3
158450,5,5,1964,1,2
115400,4,3,1964,1,3
118500,4,5,1961,1,3
165000,5,8,1964,2,3
123000,5,4,1966,1,3
129000,6,5,1966,1,3
125000,5,5,1966,1,3
108000,5,5,1968,1,3
119900,5,6,1971,1,2
115000,5,5,1968,1,3
134500,5,5,1967,1,2
127000,5,7,1966,1,3
129000,5,5,1968,1,3
143500,6,5,1977,1,3
129000,5,7,1966,1,3
187000,5,5,1956,1,3
158000,5,4,1920,3,4
112000,5,7,1918,2,3
165250,7,8,1940,1,2
150000,6,5,1954,1,3
137000,5,6,1958,1,3
89500,4,7,1945,1,3
302000,7,5,1971,2,2
182000,6,5,1984,2,3
211000,6,5,1988,2,4
216000,5,7,1948,2,3
130000,5,5,1953,2,3
109900,4,5,1946,1,2
255000,6,7,1954,3,4
243000,6,7,1950,2,4
154000,6,6,1954,1,3
118000,5,5,1958,1,3
80000,4,5,1958,1,3
150000,4,3,1977,2,4
86000,4,7,1920,1,2
130000,5,6,1984,2,2
125000,5,6,1951,1,4
136500,5,6,1951,1,4
96000,4,5,1920,2,4
120000,5,6,1957,1,3
228500,6,5,1984,2,4
179900,7,5,1990,2,3
225000,7,5,1990,2,4
301000,7,5,1986,2,4
238000,7,5,1991,2,4
228500,7,6,1989,2,3
220000,7,5,1994,2,3
383970,7,5,2007,2,4
424870,8,5,2006,3,4
250000,8,5,2007,2,3
360000,8,5,2006,2,3
279500,7,5,2006,2,3
200141,7,5,2007,2,3
246500,8,5,2007,2,3
276000,8,5,2007,2,3
203000,7,5,2005,2,3
155835,7,5,2006,2,3
194000,7,5,2006,2,2
195400,7,5,2007,2,2
217000,7,5,2005,2,3
212999,8,5,2006,2,3
175900,7,5,2005,2,2
191000,7,5,2005,2,3
176432,6,5,2006,2,3
277000,7,5,1988,2,3
207000,7,5,1988,2,3
277000,6,7,1958,2,4
240000,6,5,1992,2,3
187500,6,8,1966,2,5
279000,8,6,1976,0,0
139500,5,5,1994,1,3
126000,5,5,1994,1,3
177500,6,5,1995,2,3
175000,6,6,1997,2,3
211000,6,5,1998,2,3
146000,5,7,1994,1,3
147900,5,5,1996,1,3
123600,4,5,1994,1,3
204750,6,5,1997,2,3
235500,7,5,1999,2,3
217000,7,5,1998,2,3
190550,7,5,2001,2,3
217500,7,5,2000,2,3
226000,7,5,2003,2,3
180000,7,5,2003,2,3
131000,5,5,1974,1,3
153500,5,5,1976,2,3
160000,5,7,1977,2,3
134900,5,5,1977,1,3
130000,5,4,1977,1,3
120000,5,6,1975,1,3
112500,5,5,1972,1,3
122000,5,6,1975,1,3
127000,5,5,1972,1,3
117000,4,8,1972,1,3
305900,8,5,2004,2,3
228500,8,5,2002,2,3
270000,7,5,2000,2,3
192000,7,5,2002,2,3
213000,7,5,2003,2,3
200000,7,5,2002,2,3
267000,8,5,1998,2,4
228000,8,5,1994,2,3
275000,8,5,2001,2,4
211000,7,5,1996,2,3
285000,9,5,2002,2,3
240000,8,5,1995,2,3
131500,6,5,2003,1,1
246900,8,5,1999,1,1
219500,7,5,2003,2,4
185000,7,5,2003,2,3
179400,7,5,2007,2,3
213500,7,5,2006,2,3
179600,7,5,2004,2,3
173500,7,5,2005,2,2
167840,6,5,2006,2,3
168675,7,5,2006,2,3
167000,5,5,2005,2,3
140000,5,7,1965,1,2
118500,5,5,1967,1,2
110000,4,6,1963,1,2
94750,4,5,1965,1,3
122000,5,6,1925,1,3
110000,6,6,1960,1,2
118500,6,5,1990,1,3
133500,6,6,1976,1,3
148000,6,7,1976,1,3
141000,5,6,1979,2,5
155000,5,5,2006,1,2
157000,5,5,2005,1,2
171500,5,5,2005,2,3
183850,10,5,2008,2,2
184750,10,5,2007,3,3
140000,6,5,2005,1,2
131750,5,7,1959,1,2
61500,4,3,1955,2,2
111000,4,5,1954,1,3
98500,5,6,1946,2,4
79000,3,6,1931,1,3
108500,6,8,1920,1,2
110000,4,5,1954,1,3
112000,4,7,1910,1,2
125000,4,5,1955,1,2
79275,4,5,1955,1,3
119000,4,6,1954,1,3
200000,6,7,1914,2,8
150000,5,6,1923,2,6
165000,6,7,1923,1,3
96500,5,5,1926,1,2
136500,5,5,1926,1,3
146500,6,7,1921,2,2
175000,5,7,1937,1,3
148500,7,8,1930,1,2
141500,6,7,1921,1,3
189950,7,8,1918,1,3
135000,6,8,1926,1,3
164000,7,5,1941,2,4
90350,5,6,1913,1,2
139000,5,6,1910,2,3
119750,5,7,1938,1,2
145000,6,6,1946,2,4
145000,5,6,1949,2,4
238000,7,7,1927,2,4
153500,5,5,1951,1,2
239000,6,6,1918,2,4
359100,8,6,1934,2,4
188000,4,6,1930,2,4
220000,6,7,1932,1,3
140000,5,5,1941,2,3
315000,8,8,1932,2,3
259500,6,8,1945,2,3
257500,6,7,1957,2,3
219500,7,6,1940,1,3
217000,6,5,1953,2,3
201000,6,4,1960,1,3
215000,6,6,1968,2,3
123900,6,6,1980,1,2
170000,4,5,1995,2,4
200000,8,5,1988,1,1
198000,7,5,1971,2,3
200624,6,3,1957,3,4
315000,8,5,1986,2,2
115000,5,7,1919,2,3
141000,6,7,1940,1,3
87000,5,6,1941,1,2
129850,5,7,1925,2,3
100000,4,5,1939,1,3
150909,5,6,1923,2,3
75200,5,7,1922,1,2
118400,6,5,1920,1,2
67000,5,2,1920,1,2
152000,5,5,1950,1,4
68104,2,4,1939,1,1
119600,5,6,1895,2,4
140000,4,6,1957,1,3
124900,5,9,1930,1,2
375000,8,5,2006,2,2
235000,8,5,2006,2,2
183500,6,6,1979,2,2
156000,6,6,1978,1,2
134000,6,5,1983,1,3
215000,5,5,2002,2,3
245000,7,5,2002,1,1
210000,7,5,1991,2,3
148000,7,6,1975,1,3
143000,6,6,1974,1,2
244000,7,6,1987,2,2
330000,7,5,1998,1,1
170000,5,6,1959,1,2
257000,6,8,1958,2,4
231713,7,5,2006,2,3
267300,8,5,2006,2,2
265900,8,5,2006,2,2
239000,8,5,2007,2,3
248900,8,5,2006,2,3
174000,7,7,1985,2,3
187500,7,5,1990,2,3
204000,6,5,1996,2,3
180500,8,5,2001,2,2
187500,7,5,2003,2,3
282000,8,5,2002,2,2
178000,6,5,1996,2,3
270000,8,5,2002,2,3
279900,7,5,2003,3,5
186700,5,4,1963,1,3
283463,8,5,2006,2,3
392000,10,5,2006,2,3
281213,8,5,2005,2,4
147000,5,5,2007,1,3
130000,3,5,1953,1,2
140000,6,5,1996,0,0
132250,4,5,1963,1,3
143000,5,4,1967,2,4
168000,4,4,1961,1,3
129900,5,7,1976,1,3
134000,5,5,1976,1,3
85500,4,4,1972,1,3
106500,4,5,1970,1,2
93900,4,6,1970,1,3
75000,4,5,1970,1,3
84500,4,6,1970,1,1
75190,4,3,1976,1,3
146800,6,5,1976,1,3
153500,5,5,1977,1,1
188000,6,6,1977,2,3
196000,5,6,1977,1,3
157000,5,7,1977,1,3
138000,5,7,1971,1,2
129500,5,7,1970,1,2
80000,4,3,1961,1,3
129500,4,6,1982,1,2
135000,5,6,1976,1,3
124500,5,7,1982,1,2
139000,5,7,1983,1,2
93500,5,5,1991,1,3
124500,5,6,1984,1,3
149900,6,5,1954,2,2
157500,6,6,1956,1,2
169000,5,5,1957,1,3
252000,6,6,1957,1,1
192100,7,6,1969,2,3
183500,6,5,1997,2,3
222000,7,5,1997,2,4
170000,6,5,1995,2,3
187500,6,5,1995,2,3
202000,6,5,1996,2,3
185000,6,5,1997,2,3
320000,7,5,2005,2,4
240000,7,5,2006,2,3
250000,8,5,2005,2,4
239900,8,5,2005,2,3
309000,7,5,2005,2,3
274725,7,5,2006,2,3
270000,8,5,1994,2,4
183500,6,6,1993,2,3
165600,6,5,1993,2,3
176500,7,5,1998,2,3
130000,8,5,1987,2,2
239000,7,7,1987,2,2
275000,8,5,1985,2,2
457347,9,5,2005,3,3
545224,10,5,2006,3,5
356383,9,5,2006,2,4
556581,9,5,2005,3,4
361919,8,5,2006,2,4
535000,10,5,2006,2,4
401179,9,5,2005,3,4
438780,10,5,2006,3,3
169000,5,6,1948,2,2
145000,5,5,1955,1,3
318000,9,5,2005,2,2
319000,8,5,2005,2,3
470000,9,5,2005,2,3
202500,7,7,1984,2,3
229000,7,5,1988,2,4
235000,7,7,1977,2,3
190000,6,5,1976,2,3
169000,6,6,1980,1,2
241500,7,5,1988,2,3
188900,7,5,1978,2,4
207500,6,6,1980,2,3
250000,7,5,1978,3,5
179900,6,6,1975,2,3
172000,7,5,1976,1,2
294323,7,5,2005,2,3
184500,6,6,1975,3,3
153500,5,6,1975,1,3
162900,7,5,1976,2,4
181000,6,6,1974,1,3
155000,6,6,1974,2,3
138800,5,5,1969,1,3
116050,4,5,1970,1,3
88000,4,4,1971,1,3
97500,4,4,1971,1,3
190000,6,5,2002,2,2
105500,6,5,1973,1,3
125500,5,6,1973,1,3
83000,6,5,1973,1,2
116000,6,7,1972,1,3
91500,6,5,1971,1,3
118000,6,7,1972,1,3
89000,6,5,1972,1,2
108000,6,5,1972,1,3
94500,6,5,1972,1,2
146300,6,5,1975,2,2
145000,5,7,1967,1,3
123000,5,5,1967,1,3
137500,7,7,1976,2,2
144000,6,5,1976,2,3
315000,9,5,2004,2,3
412083,9,5,2006,2,4
342643,9,5,2006,3,4
252000,8,5,2004,2,2
465000,10,5,2006,2,2
293000,7,5,2006,2,4
415000,9,5,2005,2,2
326000,9,5,2004,2,3
325300,8,5,2005,3,4
309000,8,5,2004,3,4
300000,9,5,2005,2,4
275500,8,5,2005,2,3
338500,9,5,2005,2,3
345000,9,5,2005,3,4
344133,8,5,2005,2,3
298236,8,5,2006,2,4
329900,8,5,2005,2,4
360000,9,5,2003,2,3
281000,8,5,2006,2,3
372397,9,5,2005,2,2
378000,9,5,2004,2,2
374000,9,5,2003,2,2
437154,9,5,2005,2,4
275000,8,5,2005,2,3
279000,8,5,2004,2,3
185850,7,5,2005,2,2
282500,9,5,2005,2,2
202500,7,5,2005,2,2
202665,7,5,2005,2,2
332200,9,5,2006,2,1
310090,9,5,2006,2,2
171750,7,5,2003,2,2
169990,6,5,2005,2,3
170440,6,5,2005,2,3
169985,7,5,2006,2,3
179665,7,5,2006,2,3
219210,7,5,2006,2,4
174190,6,5,2006,2,3
172785,6,5,2006,2,3
258000,8,5,2004,2,4
185101,7,5,2006,2,3
210250,7,5,2006,2,2
234000,7,5,2003,2,2
215000,8,5,2003,2,2
246990,7,5,2002,2,2
178740,7,5,2004,2,2
225000,7,5,2004,2,2
167240,7,5,2005,2,2
156820,7,5,2005,2,2
213490,7,5,2005,2,2
264561,8,5,2006,2,1
246578,7,5,2006,2,2
192140,5,5,2005,2,4
183200,6,5,2002,2,3
178000,8,5,2004,2,3
201490,7,5,2004,2,3
230500,8,5,2000,2,3
180000,7,5,2003,2,3
172400,6,5,2000,2,3
215000,6,5,2000,2,3
199900,7,5,1998,2,4
173000,6,5,2000,2,3
287602,7,5,2006,3,4
230000,7,5,1999,2,4
348000,8,5,1997,2,3
286000,8,5,1998,2,3
300000,8,5,2000,2,3
625000,10,5,1995,3,4
405000,9,5,2000,2,4
280000,8,5,1998,2,3
258000,8,5,1998,2,4
350000,8,5,1995,2,4
584500,9,5,1993,3,4
321000,8,5,1994,2,4
290000,8,5,1994,2,4
315000,8,5,1993,2,3
252000,8,5,2005,2,3
336820,8,5,2006,2,2
423000,8,5,2005,1,1
290000,8,5,2006,2,3
232000,7,5,2005,2,3
199000,8,5,2006,2,3
198600,8,5,2006,2,2
405749,9,5,2006,3,3
232600,8,5,2006,2,3
266000,8,5,2006,2,3
186500,7,5,2005,2,3
200825,6,5,2005,2,3
197000,7,5,2006,2,3
185000,6,5,2006,2,2
176000,7,5,2005,2,3
187750,7,5,2006,2,2
139500,6,5,2005,1,3
186800,7,5,2005,2,3
132000,6,5,2005,1,3
142500,6,5,2005,1,3
158000,6,5,2004,1,3
184000,7,5,2005,2,3
184900,7,5,2005,2,3
187000,6,5,1997,2,3
175900,6,5,1992,2,3
248500,6,5,1992,2,3
172000,6,5,1990,2,2
151000,6,5,1991,2,2
150000,6,5,1994,2,3
107000,4,4,1966,1,2
119900,5,5,1965,1,3
129500,5,4,1962,1,3
125000,5,5,1963,2,6
119500,6,6,1977,2,4
144000,5,6,1962,1,2
151000,6,7,1977,1,3
126000,5,5,1965,1,3
116000,5,6,1968,1,3
133500,5,6,1963,1,2
120875,5,6,1965,1,3
137000,5,6,1965,1,3
124000,5,6,1964,1,3
135000,5,7,1961,1,3
129200,5,6,1967,1,3
260000,7,4,1974,2,3
260000,8,5,1991,2,4
334000,8,5,1992,2,3
310000,8,7,1993,2,5
268000,7,5,1992,2,4
262000,8,5,1994,2,2
176400,7,5,2004,1,1
197000,8,5,2005,1,1
151000,7,5,2005,2,2
147400,7,5,2005,2,2
149900,7,5,2005,2,2
144152,7,5,2005,2,2
166000,6,5,2000,2,2
183900,7,5,1999,2,3
165000,7,5,2000,2,3
139000,7,5,2003,2,2
200000,7,5,1997,2,3
221000,8,5,2001,2,3
270000,8,5,1995,1,2
165000,6,6,1977,1,3
214000,8,5,1980,1,1
188000,8,5,1980,1,1
190000,8,5,1980,1,1
170000,8,5,1978,1,1
385000,9,5,1981,0,0
146500,5,6,1972,2,2
170000,7,6,1968,3,4
262500,7,7,1968,2,3
179900,6,6,1968,2,3
250000,6,7,1968,2,4
165150,6,5,1972,1,4
164500,7,6,1967,2,3
140000,7,5,1969,1,3
135500,5,5,1967,2,3
142000,5,5,1968,1,3
155000,5,5,1968,1,4
157500,6,7,1968,1,2
138500,5,5,1968,1,3
140000,5,6,1968,1,3
124400,5,5,1966,1,3
158000,5,7,1967,1,3
146000,5,8,1965,1,1
190000,6,5,1971,2,4
136500,5,6,1961,1,3
129900,5,5,1958,1,3
145000,5,5,1959,2,4
185900,6,7,1965,2,3
160000,6,6,1964,1,3
167000,6,6,1964,1,3
157500,5,6,1964,1,4
140000,6,5,1958,1,2
150000,5,7,1958,1,3
151500,5,7,1960,1,3
129800,6,8,1934,1,2
137000,5,6,1954,1,2
137000,5,7,1947,1,2
121600,4,7,1946,1,3
85500,4,7,1923,1,2
79900,4,5,1926,1,1
127000,5,8,1908,1,3
161000,5,6,1961,1,3
146500,5,6,1952,1,2
135000,5,5,1951,1,3
137900,5,3,1951,2,4
133000,6,7,1941,1,3
137000,5,6,1949,1,3
121000,5,6,1954,1,2
119000,5,5,1967,2,4
172000,6,5,1964,1,3
98600,5,3,1961,1,2
226000,7,6,1966,2,4
118000,5,5,1954,1,2
235000,8,4,1918,2,4
135000,6,7,1963,1,2
132500,5,6,1962,1,3
143000,5,6,1959,1,3
132000,5,5,1957,1,3
145250,6,5,1960,1,3
162000,6,6,1958,1,3
148000,5,6,1956,1,3
141000,5,5,1957,1,2
153000,6,6,1956,1,3
134450,5,6,1957,1,2
135960,5,5,1979,1,2
156000,6,8,1954,1,3
140000,6,5,1954,1,2
139500,5,6,1952,1,2
155000,6,6,1951,1,2
127000,5,7,1956,1,3
133500,5,5,1956,1,2
125000,5,6,1955,1,3
142000,5,6,1951,1,2
167000,7,5,1941,1,3
159000,5,5,1956,1,2
180000,5,5,1925,2,5
127000,6,6,1947,1,3
112000,6,6,1924,2,2
99800,3,8,1930,1,2
117000,5,7,1954,1,2
108480,5,6,1921,1,2
68000,3,3,1929,1,2
86900,4,8,1900,1,1
120000,5,6,1920,1,2
155500,6,8,1915,2,3
80000,4,4,1910,1,4
105000,3,4,1915,1,3
160000,5,4,1900,2,3
170000,5,8,1936,2,3
160000,6,5,1965,2,3
159950,5,5,1966,1,3
165000,6,5,1963,1,3
159000,6,7,1962,1,3
147000,6,5,1962,1,3
115000,5,5,1964,1,2
159500,6,6,1959,1,3
120000,6,6,1959,1,2
129900,5,7,1957,1,2
183000,6,6,1961,2,3
157500,7,5,1959,2,2
277500,7,8,1962,3,3
207500,5,6,1957,1,2
147500,4,6,1950,1,3
135000,4,4,1949,1,4
109500,5,7,1950,1,2
109900,4,5,1950,1,2
133700,5,5,1959,1,3
81400,3,4,1950,2,2
87500,3,4,1949,2,2
93500,3,4,1950,2,2
119000,5,5,1960,2,4
141000,5,6,1959,1,3
146000,5,4,1961,1,3
155000,6,5,1966,1,3
134500,5,5,1962,1,3
120000,7,6,1962,1,3
105000,5,6,1962,1,3
124000,5,5,1962,1,3
169000,5,8,1900,2,5
107000,4,4,1925,1,3
135000,5,6,1948,1,3
111500,4,6,1920,1,4
156500,6,8,1900,1,3
178000,7,7,1925,1,3
139900,7,7,1900,1,4
105000,7,8,1930,1,2
110000,6,8,1930,1,2
111500,4,6,1900,2,4
108000,6,5,1924,1,2
111500,5,7,1925,1,2
124000,5,6,1880,1,3
105000,4,5,1950,1,2
116000,6,8,1920,1,2
96900,3,5,1905,1,2
135500,5,7,1955,1,3
139000,5,7,1924,1,5
61500,3,5,1921,1,1
120000,6,7,1945,1,3
126175,3,8,1955,1,3
64000,3,4,1920,1,2
137000,6,8,1910,2,4
87000,4,2,1900,2,4
163000,7,7,1914,1,2
155000,7,6,1910,2,5
79000,5,4,1900,1,3
144000,7,6,1916,1,3
114504,6,7,1910,1,3
157000,7,7,1920,1,4
125000,6,5,1923,1,4
475000,10,9,1892,2,4
93500,5,7,1920,2,2
125000,5,5,1958,1,3
64500,3,3,1918,1,2
100000,4,5,1941,1,2
140200,6,5,1939,1,3
202500,6,7,1924,1,2
159000,6,7,1947,2,3
119900,5,7,1939,1,3
114500,6,6,1934,1,3
115000,5,4,1936,1,3
75000,3,5,1930,1,3
88000,5,7,1925,1,3
80500,4,5,1947,1,2
149000,5,6,1928,1,3
110000,5,7,1930,1,3
110500,6,6,1925,1,2
89000,5,7,1921,1,2
113000,5,6,1922,1,2
109000,5,5,1925,1,2
220000,6,5,1962,2,5
129000,4,5,1970,1,3
117000,6,8,1910,1,2
52500,4,4,1941,1,2
107000,4,5,1924,2,3
116500,5,8,1910,1,3
72000,5,4,1919,1,2
119500,6,6,1937,2,3
125500,5,6,1938,1,2
91000,3,4,1922,1,3
84500,6,8,1935,1,2
90000,6,6,1930,1,3
137500,5,5,1951,1,3
150000,6,5,1964,2,4
131000,5,5,1950,1,3
130000,5,4,1958,1,3
125000,5,7,1935,1,2
80000,5,3,1936,1,2
157000,7,5,2004,2,2
148000,4,5,1963,1,3
90000,4,5,1967,2,2
154500,6,8,1963,1,3
153600,5,6,1967,1,3
164500,5,6,1966,1,3
132000,6,7,1964,1,2
142500,5,6,1966,1,3
158000,5,5,1968,1,3
149500,6,7,1978,1,3
165000,5,5,1967,1,3
180000,5,6,1968,2,3
160500,6,6,1978,1,3
156500,5,4,1977,2,6
157000,5,4,1977,2,6
172500,5,5,1958,2,4
155000,5,4,1957,2,3
170000,5,4,1955,1,3
105000,5,5,1924,1,2
145000,4,9,1965,0,0
168000,5,6,1956,1,3
278000,7,6,1967,1,2
164000,5,6,1963,1,1
225000,7,4,1953,2,3
130000,5,7,1971,1,2
142500,5,5,1974,1,3
148400,7,5,1980,2,2
190000,7,5,1986,1,2
146000,4,5,1954,1,3
128000,5,5,1942,1,3
225000,5,8,1948,3,3
274970,6,7,1966,2,4
235000,6,7,1928,2,4
415000,6,8,1935,3,5
182000,5,5,1962,2,3
135000,5,6,1952,1,3
137000,5,8,1955,1,3
136900,6,4,1954,2,4
149900,6,5,1953,1,5
123500,5,7,1952,1,2
93000,5,5,1954,1,3
91500,5,3,1948,1,4
180000,6,5,1985,2,3
209000,6,4,1989,2,4
215000,8,5,1993,2,3
224500,6,8,1993,2,2
229800,7,5,2005,2,3
183600,7,5,2005,2,2
194000,7,5,2006,2,2
193879,7,5,2006,2,2
221500,7,5,2005,2,3
204900,7,5,2006,2,2
239799,7,5,2006,2,3
233555,6,5,2006,2,3
260000,7,5,2005,2,3
294900,8,5,2005,2,2
209700,7,5,2005,2,3
225000,7,5,2005,2,3
181000,7,5,2005,2,3
220000,8,5,1992,2,3
190000,5,5,1964,2,4
180000,6,5,1969,1,1
280000,7,5,1975,2,2
158900,6,5,1968,2,3
148000,5,5,1996,1,2
145000,5,6,1996,1,3
187000,6,5,1995,2,3
193000,7,5,1998,2,3
156000,5,5,1995,1,3
235000,7,5,2000,2,3
217000,6,5,1997,2,3
214000,7,5,1999,2,3
196000,7,5,1999,2,3
217000,7,5,1999,2,3
200000,7,5,2002,2,3
192500,7,5,2002,2,3
205000,7,5,2001,2,3
132500,5,5,1976,1,3
157500,6,6,1977,1,3
174000,6,6,1978,2,3
128500,5,6,1969,1,3
128500,5,7,1972,1,3
149900,5,7,1972,1,3
119900,5,8,1972,1,3
137000,6,5,1993,2,3
255000,8,5,2002,2,3
222000,7,5,2002,2,3
214000,6,5,1999,2,3
220000,8,5,2002,1,1
275000,8,5,2001,2,3
197000,7,5,2002,2,4
230000,7,5,2002,2,3
268500,8,5,1999,2,3
210900,7,5,1996,2,4
227000,7,5,1998,2,3
237000,7,5,1995,2,4
274300,7,6,1998,2,3
216837,7,5,2004,2,3
133000,6,5,2003,1,1
155900,6,5,2004,1,1
233230,8,5,2006,2,3
207000,7,5,2003,2,3
195000,7,5,2004,2,4
200000,6,5,2003,2,3
203160,7,5,2006,2,3
195800,7,5,2005,2,3
212900,7,5,2005,2,3
196500,7,5,2004,2,3
198000,7,5,2005,2,3
173900,6,5,2005,2,3
163990,6,5,2005,2,3
164990,7,5,2005,2,3
98000,4,6,1910,2,3
149900,5,4,1959,1,3
102000,4,5,1951,1,2
127500,6,5,1975,2,4
127500,6,5,1975,2,4
119900,5,4,1969,1,2
196500,7,5,2003,2,3
117250,6,5,2002,1,2
229000,7,5,2003,2,3
145000,5,5,2005,1,2
140000,6,5,2005,2,2
142500,6,5,2005,1,2
134000,7,5,2004,2,3
130000,7,5,2004,2,3
130000,6,5,2004,2,3
137500,7,5,2004,2,3
130000,7,5,2004,2,3
97900,4,7,1948,1,3
92000,6,3,1915,2,3
107000,4,5,1924,1,4
81000,5,3,1910,1,5
104900,5,7,1924,1,4
115000,5,7,1955,1,2
125000,4,4,1954,2,3
116000,5,7,1918,1,3
83000,4,4,1922,1,3
118500,4,5,1912,1,5
35000,2,3,1922,1,1
121000,4,7,1910,1,3
160000,5,8,1916,2,5
140000,6,5,1940,1,2
137000,5,5,1938,2,3
128000,6,6,1945,1,3
160000,7,8,1926,1,3
138887,5,5,1914,1,4
149000,6,8,1920,1,3
102000,5,5,1926,2,4
167000,7,8,1919,1,4
200100,7,6,1920,1,4
131000,5,5,1939,2,3
112000,5,4,1941,1,4
140000,7,5,1915,1,3
195000,6,5,1920,1,3
230000,8,7,1929,1,3
194000,5,6,1940,1,2
137500,4,5,1922,1,2
250000,7,7,1936,1,3
218000,7,7,1929,2,4
239000,6,8,1932,2,4
199500,7,7,1932,1,3
210000,6,7,1930,1,3
230000,6,7,1956,1,2
217500,5,6,1977,2,3
257000,5,7,1950,2,4
157000,5,5,1953,1,2
223000,6,5,1969,2,3
102000,5,6,1942,1,2
145400,6,7,1926,1,3
72000,4,4,1925,1,2
85000,4,6,1925,1,2
106500,4,6,1936,1,2
139000,6,5,1957,2,4
108000,4,6,1920,1,3
51689,3,5,1945,1,2
35311,2,3,1949,0,1
115000,5,6,1951,2,4
78000,3,5,1916,1,2
375000,8,5,2005,2,2
300000,8,5,2004,2,2
242500,6,6,1979,2,3
145000,6,5,1978,2,4
209000,8,5,2001,2,3
135000,6,5,1977,1,2
148000,6,6,1975,2,3
171000,7,5,1988,3,5
335000,7,5,1989,2,4
230000,7,5,1986,2,2
250764,6,5,1958,1,2
228000,8,6,1981,2,2
176000,6,6,1987,2,2
180000,7,5,1990,2,2
250000,7,5,1990,2,4
202000,6,5,2000,2,2
312500,8,5,2002,2,3
320000,8,5,2005,2,3
369900,8,5,2005,2,2
359900,9,5,2005,2,3
81500,1,3,1951,1,3
215000,7,5,1997,2,2
164000,6,5,1998,2,2
153500,6,5,1998,2,2
84500,5,5,2006,1,3
104500,5,6,1977,1,3
127000,5,6,1977,2,4
151400,6,4,1973,2,5
126500,5,7,1968,1,3
146500,5,5,1970,2,4
73000,4,6,1970,1,1
79400,4,4,1972,1,3
140000,5,5,1969,1,3
92000,5,7,1970,1,1
87550,4,5,1970,1,3
79500,4,5,1970,1,3
90500,4,7,1970,1,3
71000,4,5,1970,1,3
150900,6,5,1976,2,4
188000,5,5,1976,2,4
160000,5,5,1977,2,3
131000,5,7,1960,1,4
142500,6,6,1984,1,3
131000,5,5,1983,1,2
132000,5,5,1992,1,3
170000,5,5,1974,1,2
188000,7,5,1993,2,3
