Player,Team,TotalMoney,YearlySalary,Position
Josh Allen,Bills,21.183,5.296,quarterback
Josh Andrews,Colts,1.35,0.675,offensive_line
Josh Bellamy,Jets,5,2.5,receiver
Josh Bynes,Ravens,0.93,0.93,linebacker
Josh Carraway,Rams,0.57,0.57,linebacker
Josh Doctson,Vikings,0.72,0.72,receiver
Josh Gordon,Seahawks,2.025,2.025,receiver
Josh Harris,Falcons,3.235,0.809,offensive_line
Josh Harvey-Clemons,Redskins,2.484,0.621,linebacker
Josh Hill,Saints,8.85,2.95,tight_end
Josh Jackson,Packers,6.256,1.564,defensive_back
Josh Jacobs,Raiders,11.933,2.983,running_back
Josh Kline,Vikings,15.5,5.167,offensive_line
Josh Lambo,Jaguars,15.5,3.785,kicker
Josh Martin,Saints,0.805,0.805,defensive_line
Josh Mauro,Raiders,1.4,1.4,defensive_line
Josh McCown,Eagles,2,2,quarterback
Josh Norman,Redskins,75,15,defensive_back
Josh Oliver,Jaguars,4.251,1.063,tight_end
Josh Reynolds,Rams,3.048,0.762,receiver
Josh Rosen,Dolphins,17.598,4.399,quarterback
Josh Shaw,Cardinals,0.895,0.895,defensive_back
Josh Sweat,Eagles,3.058,0.764,defensive_line
Josh Tupou,Bengals,0.645,0.645,defensive_line
Josh Watson,Broncos,1.763,0.588,linebacker
Josh Watson,Broncos,0.495,0.495,linebacker
Josh Wells,Buccaneers,0.805,0.805,offensive_line
Josh Woodrum,Redskins,0.495,0.495,quarterback
Josh Woods,Bears,1.11,0.555,linebacker
Joshua Dobbs,Jaguars,2.959,0.74,quarterback
Joshua Kalu,Titans,1.71,0.57,defensive_back
Joshua Miles,Cardinals,2.595,0.649,offensive_line
Joshua Simmons,Bears,1.755,0.585,defensive_back
Josiah Tauaefa,Giants,1.08,0.54,linebacker
Jourdan Lewis,Cowboys,3.248,0.812,defensive_back
Juan Thornhill,Chiefs,4.615,1.154,defensive_back
JuJu Smith-Schuster,Steelers,4.196,1.049,receiver
Julian Edelman,Patriots,15.5,7.75,receiver
Julian Love,Giants,3.291,0.823,defensive_back
Julian Stanford,Bills,3,1.5,linebacker
Julie'n Davenport,Dolphins,2.986,0.747,offensive_line
Julio Jones,Falcons,66,22,receiver
Jullian Taylor,49ers,2.558,0.64,defensive_line
Jurrell Casey,Titans,60.4,15.1,defensive_line
Justice Hill,Ravens,3.262,0.815,running_back
Justin Bethel,Patriots,2.93,1.465,defensive_back
Justin Britt,Seahawks,27,9,offensive_line
Justin Coleman,Lions,36,9,defensive_back
Justin Evans,Buccaneers,5.199,1.3,defensive_back
Justin Hardee,Saints,0.645,0.645,receiver
Justin Hardy,Falcons,0.895,0.895,receiver
Justin Hollins,Broncos,2.827,0.707,linebacker
Justin Houston,Colts,23,11.5,defensive_line
Justin Jackson,Chargers,2.46,0.615,running_back
Justin Johnson,Seahawks,1.76,0.587,tight_end
Justin Jones,Chargers,3.476,0.869,defensive_line
Justin Lawler,Rams,2.534,0.633,linebacker
Justin Layne,Steelers,3.683,0.921,defensive_back
Justin March-Lillard,Cowboys,0.72,0.72,linebacker
Justin McCray,Browns,0.645,0.645,offensive_line
Justin Murray,Cardinals,0.57,0.57,offensive_line
Justin Pugh,Cardinals,45.025,9.005,offensive_line
Justin Reid,Texans,4.063,1.016,defensive_back
Justin Simmons,Broncos,3.027,0.757,defensive_back
Justin Skule,49ers,2.7,0.675,offensive_line
Justin Tucker,Ravens,20,5,kicker
Justin Watson,Buccaneers,2.762,0.69,receiver
Juston Burris,Browns,0.72,0.72,defensive_back
Juwann Winfree,Broncos,2.691,0.673,receiver
K'Waun Williams,49ers,8.85,2.95,defensive_back
K.C. McDermott,Jaguars,1.1,0.55,offensive_line
K.J. Wright,Seahawks,14,7,linebacker
Ka'dar Hollman,Packers,2.695,0.674,defensive_back
Ka'imi Fairbairn,Texans,3.095,3.095,kicker
Kaden Elliss,Saints,2.597,0.649,linebacker
Kaden Smith,Giants,2.72,0.68,tight_end
Kahale Warring,Texans,3.64,0.91,tight_end
Kai Nacua,Colts,0.57,0.57,defensive_back
Kalan Reed,Seahawks,0.72,0.72,defensive_back
Kaleb McGary,Falcons,10.266,2.566,offensive_line
Kalen Ballage,Dolphins,3.049,0.762,running_back
Kalif Raymond,Titans,1.38,0.69,receiver
Kam Kelly,Steelers,0.495,0.495,defensive_back
Kamalei Correa,Titans,5.75,1.437,linebacker
Kameron Canaday,Steelers,0.72,0.72,offensive_line
Kamu Grugier-Hill,Eagles,2.44,0.61,linebacker
Kareem Hunt,Browns,1.1,1.1,running_back
Kareem Jackson,Broncos,33,11,defensive_back
Kareem Martin,Giants,15,5,linebacker
Karl Joseph,Raiders,11.884,2.971,defensive_back
Kavon Frazier,Cowboys,2.17,0.543,defensive_back
Kawann Short,Panthers,80.5,16.1,defensive_line
Keanu Neal,Falcons,10.738,2.684,defensive_back
Keaton Sutherland,Dolphins,1.08,0.54,offensive_line
Keelan Cole,Jaguars,1.665,0.555,receiver
Keelan Doss,Raiders,0.795,0.795,receiver
Keenan Allen,Chargers,45,11.25,receiver
KeeSean Johnson,Cardinals,2.729,0.682,receiver
Keion Crossen,Texans,2.534,0.634,defensive_back
Keionta Davis,Patriots,1.665,0.555,defensive_line
Keisean Nixon,Raiders,1.77,0.59,defensive_back
Keith Kirkwood,Saints,1.05,0.525,receiver
Keith Reaser,Chiefs,0.82,0.82,defensive_back
Keith Smith,Falcons,0.805,0.805,running_back
Keke Coutee,Texans,3.189,0.797,receiver
Kelvin Beachum,Jets,24,8,offensive_line
Kelvin Harmon,Redskins,2.648,0.662,receiver
Kemal Ishmael,Falcons,0.895,0.895,defensive_back
Kemoko Turay,Colts,5.218,1.305,defensive_line
Ken Crawley,Dolphins,2.025,2.025,defensive_back
Ken Webster,Dolphins,2.595,0.649,defensive_back
Kendall Fuller,Chiefs,3.123,0.781,defensive_back
Kendall Lamm,Browns,4.5,2.25,offensive_line
Kendall Sheffield,Falcons,3.28,0.82,defensive_back
Kendell Beckwith,Buccaneers,3.175,0.794,linebacker
Kendrick Bourne,49ers,1.67,0.557,receiver
Kendrick Norton,Dolphins,0.975,0.488,defensive_line
Kenjon Barner,Falcons,0.895,0.895,running_back
Kenny Clark,Packers,9.362,2.34,defensive_line
Kenny Golladay,Lions,3.196,0.799,receiver
Kenny Moore,Colts,33.3,8.325,defensive_back
Kenny Stills,Texans,32,8,receiver
Kenny Vaccaro,Titans,24,6,defensive_back
Kenny Wiggins,Lions,5,2.5,offensive_line
Kenny Young,Rams,3.1,0.775,linebacker
Kentavius Street,49ers,3.07,0.768,defensive_line
Kentrell Brothers,Vikings,2.573,0.643,linebacker
Kenyan Drake,Cardinals,3.381,0.845,running_back
Kerry Hyder,Cowboys,1,1,defensive_line
Kerry Wynn,Bengals,1.4,1.4,defensive_line
Kerryon Johnson,Lions,6.504,1.626,running_back
Kevin Byard,Titans,70.5,14.1,defensive_back
Kevin Huber,Bengals,7.95,2.65,kicker
Kevin Johnson,Bills,3,3,defensive_back
Kevin King,Packers,7.081,1.77,defensive_back
Kevin Minter,Buccaneers,0.895,0.895,linebacker
Kevin Pamphile,Titans,1.6,1.6,offensive_line
Kevin Peterson,Cardinals,0.57,0.57,defensive_back
Kevin Pierre-Louis,Bears,0.895,0.895,linebacker
Kevin Strong,Lions,1.761,0.587,defensive_line
Kevin Toliver II,Bears,1.725,0.575,defensive_back
Kevin Zeitler,Giants,60,12,offensive_line
KhaDarel Hodge,Browns,0.57,0.57,receiver
Khalen Saunders,Chiefs,3.673,0.918,defensive_line
Khalil Mack,Bears,141,23.5,linebacker
Khari Willis,Colts,3.288,0.822,defensive_back
Kiko Alonso,Saints,11.4,5.7,linebacker
Kingsley Keke,Packers,2.833,0.708,defensive_line
Kirk Cousins,Vikings,84,28,quarterback
Kitt O'Brien,Panthers,0.5,0.5,offensive_line
Koda Martin,Chargers,1.764,0.588,offensive_line
Kolton Miller,Raiders,13.471,3.368,offensive_line
Korey Cunningham,Patriots,2.529,0.632,offensive_line
Kris Boyd,Vikings,2.63,0.657,defensive_back
Krishawn Hogan,Saints,0.495,0.495,receiver
Kurt Benkert,Falcons,1.08,0.54,quarterback
Kurt Coleman,Bills,0.93,0.93,defensive_back
Kwon Alexander,49ers,54,13.5,linebacker
Kyle Allen,Panthers,0.975,0.488,quarterback
Kyle Fuller,Bears,56,14,defensive_back
Kyle Juszczyk,49ers,21,5.25,running_back
Kyle Long,Bears,12.2,6.1,offensive_line
Kyle Love,Panthers,1.35,1.35,defensive_line
Kyle Nelson,49ers,4.54,1.135,offensive_line
Kyle Peko,Colts,1.38,0.69,defensive_line
Kyle Phillips,Jets,1.76,0.587,defensive_line
Kyle Rudolph,Vikings,36.1,9.025,tight_end
Kyle Van Noy,Patriots,10.75,5.375,linebacker
Kyle Wilber,Raiders,2.75,1.375,linebacker
Kyler Fackrell,Packers,3.136,0.784,linebacker
Kyler Murray,Cardinals,35.159,8.79,quarterback
Kyzir White,Chargers,3.114,0.779,linebacker
L.J. Collier,Seahawks,10.836,2.709,defensive_line
L.J. Fort,Ravens,0.805,0.805,linebacker
La'el Collins,Cowboys,50,10,offensive_line
LaAdrian Waddle,Bills,2,2,offensive_line
Lachlan Edwards,Jets,2.416,0.604,kicker
Laken Tomlinson,49ers,16.5,5.5,offensive_line
Lamar Jackson,Ravens,9.472,2.368,quarterback
Lamar Miller,Texans,26,6.5,running_back
Lamarcus Joyner,Raiders,42,10.5,defensive_back
Lamont Gaillard,Cardinals,2.708,0.677,offensive_line
Lance Kendricks,Chargers,0.93,0.93,tight_end
Lance Lenoir,Cowboys,1.71,0.57,tight_end
Landon Collins,Redskins,84,14,defensive_back
Lane Johnson,Eagles,56.25,11.25,offensive_line
Lane Taylor,Packers,16.5,5.5,offensive_line
Laquon Treadwell,Vikings,0.72,0.72,receiver
Laremy Tunsil,Texans,12.458,3.114,offensive_line
LaRoy Reynolds,Bengals,0.805,0.805,linebacker
Larry Fitzgerald,Cardinals,11,11,receiver
Larry Ogunjobi,Browns,3.907,0.977,defensive_line
Larry Warford,Saints,34,8.5,offensive_line
Latavius Murray,Saints,14.4,3.6,running_back
Laurent Duvernay-Tardif,Chiefs,41.265,8.253,offensive_line
Lavon Hooks,Steelers,0.495,0.495,defensive_line
Lavonte David,Buccaneers,50.25,10.05,linebacker
Lawrence Guy,Patriots,14.4,3.6,defensive_line
Le'Raven Clark,Colts,3.143,0.786,offensive_line
Le'Veon Bell,Jets,52.5,13.125,running_back
Lee Smith,Bills,9,3,tight_end
Leighton Vander Esch,Cowboys,11.848,2.962,linebacker
Leon Jacobs,Jaguars,2.551,0.638,linebacker
Leonard Floyd,Bears,15.783,3.946,linebacker
Leonard Fournette,Jaguars,27.151,6.787,running_back
Leonard Williams,Giants,30.038,6.008,defensive_line
Lerentee McCray,Jaguars,5.5,2.75,linebacker
LeSean McCoy,Chiefs,3,3,running_back
LeShaun Sims,Titans,2.578,0.645,defensive_back
Leterrius Walton,Steelers,0.805,0.805,defensive_line
Levi Wallace,Bills,1.05,0.525,defensive_back
Levine Toilolo,49ers,0.895,0.895,tight_end
Linval Joseph,Vikings,50,12.5,defensive_line
Lo Falemaka,Browns,1.755,0.585,offensive_line
Logan Cooke,Jaguars,2.532,0.633,kicker
Logan Ryan,Titans,30,10,defensive_back
Logan Thomas,Lions,0.835,0.835,tight_end
Lonnie Johnson Jr.,Texans,5.214,1.304,defensive_back
Lorenzo Alexander,Bills,3.75,3.75,linebacker
Lorenzo Carter,Giants,4.083,1.021,linebacker
LP Ladouceur,Cowboys,1.12,1.12,offensive_line
Lucas Patrick,Packers,0.645,0.645,offensive_line
Luke Gifford,Cowboys,1.76,0.587,linebacker
Luke Kuechly,Panthers,61.795,12.359,linebacker
Luke Rhodes,Colts,4.85,1.213,offensive_line
Luke Stocker,Falcons,5.5,2.75,tight_end
Luke Willson,Seahawks,0.805,0.805,tight_end
M.J. Stewart,Buccaneers,5.083,1.271,defensive_back
Mack Hollins,Eagles,3.036,0.759,receiver
Mack Wilson,Browns,2.829,0.707,linebacker
Mackensie Alexander,Vikings,4.316,1.079,defensive_back
Makinton Dorleant,Raiders,0.57,0.57,defensive_back
Malcolm Brown,Rams,3.3,1.65,running_back
Malcolm Butler,Titans,61.25,12.25,defensive_back
Malcolm Jenkins,Eagles,35,8.75,defensive_back
Malcolm Johnson,Packers,0.645,0.645,tight_end
Malcom Brown,Saints,15,5,defensive_line
Maliek Collins,Cowboys,3.55,0.888,defensive_line
Malik Gant,Patriots,1.765,0.588,defensive_back
Malik Hooker,Colts,12.6,3.15,defensive_back
Malik Jackson,Eagles,30,10,defensive_line
Malik Jefferson,Browns,3.594,0.898,linebacker
Malik Reed,Broncos,1.77,0.59,linebacker
Malik Turner,Seahawks,1.05,0.525,receiver
Marcedes Lewis,Packers,2.1,2.1,tight_end
Marcell Ateman,Raiders,1.23,0.615,receiver
Marcell Dareus,Jaguars,28.085,14.043,defensive_line
Marcell Harris,49ers,1.23,0.615,defensive_back
Marcus Baugh,Panthers,0.5,0.5,tight_end
Marcus Cannon,Patriots,32.5,6.5,offensive_line
Marcus Davenport,Saints,13.742,3.435,defensive_line
Marcus Epps,Vikings,2.689,0.672,defensive_back
Marcus Gilbert,Cardinals,30,6,offensive_line
Marcus Kemp,Chiefs,0.57,0.57,receiver
Marcus Mariota,Titans,24.214,6.053,quarterback
Marcus Maye,Jets,6.554,1.639,defensive_back
Marcus Peters,Ravens,9.584,2.396,defensive_back
Marcus Sherels,Dolphins,0.93,0.93,defensive_back
Marcus Simms,Jaguars,1.775,0.592,receiver
Marcus Williams,Saints,6.24,1.56,defensive_back
Margus Hunt,Colts,9,4.5,defensive_line
Mario Addison,Panthers,22.5,7.5,defensive_line
Mark Andrews,Ravens,3.453,0.863,tight_end
Mark Barron,Steelers,12,6,linebacker
Mark Glowinski,Colts,16.2,5.4,offensive_line
Mark Ingram,Ravens,15,5,running_back
Mark McLaurin,Giants,1.765,0.588,defensive_back
Mark Nzeocha,49ers,4.75,1.583,linebacker
Mark Walton,Dolphins,0.57,0.57,running_back
Markus Golden,Giants,3.75,3.75,linebacker
Marlon Humphrey,Ravens,11.847,2.962,defensive_back
Marlon Mack,Colts,2.534,0.634,running_back
Marqise Lee,Jaguars,34,8.5,receiver
Marquel Lee,Raiders,2.653,0.663,linebacker
Marquez Valdes-Scantling,Packers,2.678,0.669,receiver
Marqui Christian,Rams,2.55,0.638,defensive_back
Marquis Haynes,Panthers,2.912,0.728,linebacker
Marquise Blair,Seahawks,6.237,1.559,defensive_back
Marquise Brown,Ravens,11.787,2.947,receiver
Marquise Goodwin,49ers,18.85,6.283,receiver
Marshal Yanda,Ravens,10,10,offensive_line
Marshall Newhouse,Patriots,0.93,0.93,offensive_line
Marshon Lattimore,Saints,15.36,3.84,defensive_back
Martinas Rankin,Chiefs,3.546,0.887,offensive_line
Marvell Tell III,Colts,2.848,0.712,defensive_back
Marvin Hall,Lions,1.38,0.69,receiver
Marvin Jones,Lions,40,8,receiver
Mason Cole,Cardinals,3.222,0.805,offensive_line
Mason Crosby,Packers,16.1,4.025,kicker
Mason Rudolph,Steelers,3.922,0.98,quarterback
Matt Barkley,Bills,4,2,quarterback
Matt Bosher,Falcons,14.5,2.9,kicker
Matt Breida,49ers,1.67,0.557,running_back
Matt Dickerson,Titans,1.23,0.615,defensive_line
Matt Feiler,Steelers,0.645,0.645,offensive_line
Matt Gay,Buccaneers,2.846,0.711,kicker
Matt Gono,Falcons,1.718,0.573,offensive_line
Matt Haack,Dolphins,1.669,0.556,kicker
Matt Ioannidis,Redskins,21.75,7.25,defensive_line
Matt Judon,Ravens,2.596,0.649,linebacker
Matt LaCosse,Patriots,2.8,1.4,tight_end
Matt Milano,Bills,2.662,0.665,linebacker
Matt Moore,Chiefs,1.03,1.03,quarterback
Matt Orzech,Jaguars,1.757,0.586,tight_end
Matt Paradis,Panthers,27.03,9.01,offensive_line
Matt Prater,Lions,11.4,3.8,kicker
Matt Pryor,Eagles,2.593,0.648,offensive_line
Matt Ryan,Falcons,150,30,quarterback
Matt Schaub,Falcons,3.78,1.89,quarterback
Matt Simms,Falcons,0.645,0.645,quarterback
Matt Skura,Ravens,0.645,0.645,offensive_line
Matt Slater,Patriots,5,2.5,receiver
Matt Stafford,Lions,135,27,quarterback
Matthew Adams,Colts,2.562,0.64,linebacker
Matthias Farley,Jets,2.2,1.1,defensive_back
Maurice Hurst,Raiders,2.779,0.695,defensive_line
Maurkice Pouncey,Steelers,22,11,offensive_line
Max Garcia,Cardinals,2,2,offensive_line
Max Scharping,Texans,5.068,1.267,offensive_line
Maxx Crosby,Raiders,3.302,0.826,defensive_line
Maxx Williams,Cardinals,0.805,0.805,tight_end
Mecole Hardman,Chiefs,4.995,1.249,receiver
Melvin Gordon,Chargers,10.67,2.667,running_back
Melvin Ingram,Chargers,64,16,defensive_line
Micah Hyde,Bills,30.5,6.1,defensive_back
Micah Kiser,Rams,2.758,0.689,linebacker
Michael Badgley,Chargers,1.71,0.57,kicker
Michael Bennett,Cowboys,16.75,8.375,defensive_line
Michael Bennett,Falcons,0.645,0.645,defensive_line
Michael Brockers,Rams,33.25,11.083,defensive_line
Michael Burton,Redskins,0.805,0.805,running_back
Michael Davis,Chargers,1.665,0.555,defensive_back
Michael Deiter,Dolphins,3.814,0.954,offensive_line
Michael Dickson,Seahawks,2.75,0.688,kicker
Michael Dogbe,Cardinals,2.595,0.649,defensive_line
Michael Gallup,Cowboys,3.524,0.881,receiver
Michael Jackson Sr.,Lions,0.495,0.495,defensive_back
Michael Jordan,Bengals,3.008,0.752,offensive_line
Michael Liedtke,Buccaneers,0.645,0.645,offensive_line
Michael Palardy,Panthers,7.52,2.507,kicker
Michael Pierce,Ravens,3.095,3.095,defensive_line
Michael Schofield,Chargers,5,2.5,offensive_line
Michael Thomas,Saints,96.25,19.25,receiver
Michael Thomas,Giants,4,2,defensive_back
Michael Walker,Jaguars,1.755,0.585,receiver
Mike Adams,Texans,1.09,1.09,defensive_back
Mike Boone,Vikings,1.718,0.573,running_back
Mike Daniels,Lions,8.1,8.1,defensive_line
Mike Davis,Bears,6,3,running_back
Mike Edwards,Buccaneers,3.498,0.875,defensive_back
Mike Evans,Buccaneers,82.5,16.5,receiver
Mike Ford,Lions,1.05,0.525,defensive_back
Mike Gesicki,Dolphins,6.612,1.653,tight_end
Mike Glennon,Raiders,1.95,1.95,quarterback
Mike Hilton,Steelers,0.645,0.645,defensive_back
Mike Hughes,Vikings,9.867,2.467,defensive_back
Mike Hull,Dolphins,0.895,0.895,linebacker
Mike Iupati,Seahawks,2.75,2.75,offensive_line
Mike Love,Bills,1.71,0.57,defensive_line
Mike McGlinchey,49ers,18.342,4.585,offensive_line
Mike Pennel,Chiefs,0.805,0.805,defensive_line
Mike Person,49ers,8.25,2.75,offensive_line
Mike Pouncey,Chargers,8.5,8.5,offensive_line
Mike Purcell,Broncos,0.645,0.645,defensive_line
Mike Remmers,Giants,2.5,2.5,offensive_line
Mike Thomas,Rams,2.456,0.614,receiver
Mike Williams,Chargers,19.75,4.938,receiver
Miles Boykin,Ravens,3.575,0.894,receiver
Miles Killebrew,Lions,2.919,0.73,defensive_back
Miles Sanders,Eagles,5.36,1.34,running_back
Minkah Fitzpatrick,Steelers,16.448,4.112,defensive_back
Mitch Morse,Bills,44.5,11.125,offensive_line
Mitch Wishnowsky,49ers,3.284,0.821,kicker
Mitchell Trubisky,Bears,29.032,7.258,quarterback
Mo Alexander,Bills,1,1,linebacker
Mo Alie-Cox,Colts,1.05,0.525,tight_end
Mohamed Sanu,Patriots,32.5,6.5,receiver
Montae Nicholson,Redskins,3.019,0.755,defensive_back
Montez Sweat,Redskins,11.641,2.91,linebacker
Montravius Adams,Packers,3.262,0.815,defensive_line
Morgan Burnett,Browns,7.5,3.25,defensive_back
Morgan Cox,Ravens,5.6,1.12,offensive_line
Morgan Fox,Rams,0.645,0.645,defensive_line
Morgan Moses,Redskins,40,8,offensive_line
Morris Claiborne,Chiefs,2,2,defensive_back
Mychal Kendricks,Seahawks,4.5,4.5,linebacker
MyCole Pruitt,Titans,1.35,0.675,tight_end
Myles Garrett,Browns,30.412,7.603,defensive_line
Myles Gaskin,Dolphins,2.607,0.652,running_back
Myles Humphrey,Redskins,0.495,0.495,defensive_line
Myles Jack,Jaguars,57,14.25,linebacker
N'Keal Harry,Patriots,10.098,2.525,receiver
Najee Goode,Jaguars,0.805,0.805,linebacker
Nasir Adderley,Chargers,4.732,1.183,defensive_back
Nate Davis,Titans,3.7,0.925,offensive_line
Nate Ebner,Patriots,5,2.5,defensive_back
Nate Gerry,Eagles,2.4,0.6,linebacker
Nate Hairston,Jets,2.668,0.667,defensive_back
Nate Harvey,Giants,1.76,0.588,defensive_line
Nate Herbig,Eagles,1.768,0.589,offensive_line
Nate Solder,Giants,62,15.5,offensive_line
Nate Sudfeld,Eagles,3.095,3.095,quarterback
Nate Trewyn,Buccaneers,1.08,0.54,offensive_line
Nathan Peterman,Raiders,0.645,0.645,quarterback
Nathan Shepherd,Jets,3.876,0.969,defensive_line
Natrell Jamerson,Panthers,2.726,0.681,defensive_back
Natrez Patrick,Rams,1.76,0.587,linebacker
Nazair Jones,Seahawks,3.176,0.794,defensive_line
Ndamukong Suh,Buccaneers,9.25,9.25,defensive_line
Neiko Thorpe,Seahawks,1,1,defensive_back
Nelson Agholor,Eagles,9.377,2.344,receiver
Neville Hewitt,Jets,1.5,1.5,linebacker
Nevin Lawson,Raiders,1.85,1.85,defensive_back
Nicholas Morrow,Raiders,1.673,0.558,linebacker
Nicholas Williams,Bears,0.895,0.895,defensive_line
Nick Allegretti,Chiefs,2.661,0.665,offensive_line
Nick Bawden,Lions,2.544,0.636,running_back
Nick Bellore,Seahawks,2.23,1.115,running_back
Nick Bosa,49ers,33.552,8.388,defensive_line
Nick Boyle,Ravens,18,6,tight_end
Nick Chubb,Browns,7.383,1.846,running_back
Nick Dzubnar,Chargers,3.05,1.525,linebacker
Nick Easton,Saints,22.5,5.625,offensive_line
Nick Foles,Jaguars,88,22,quarterback
Nick Folk,Patriots,1.03,1.03,kicker
Nick Gates,Giants,1.715,0.572,offensive_line
Nick Kwiatkoski,Bears,2.915,0.729,linebacker
Nick Martin,Texans,33,11,offensive_line
Nick Mullens,49ers,1.05,0.525,quarterback
Nick Scott,Rams,2.597,0.649,defensive_back
Nick Sundberg,Redskins,4.5,1.125,offensive_line
Nick Vannett,Steelers,3.057,0.764,tight_end
Nick Vigil,Bengals,3.036,0.759,linebacker
Nickell Robey-Coleman,Rams,15.675,5.225,defensive_back
Nico Falah,Broncos,1.738,0.579,offensive_line
Nigel Bradham,Eagles,31,7.75,linebacker
Nik Needham,Dolphins,1.23,0.615,defensive_back
Niles Scott,Bengals,1.05,0.525,defensive_line
Noah Brown,Cowboys,2.472,0.618,receiver
Noah Dawkins,Buccaneers,1.08,0.54,linebacker
Noah Fant,Broncos,12.591,3.148,tight_end
Noah Spence,Redskins,0.72,0.72,linebacker
Nyheim Hines,Colts,3.185,0.796,running_back
O'Shea Dugas,Bengals,1.761,0.587,offensive_line
O.J. Howard,Buccaneers,11.095,2.774,tight_end
Oday Aboushi,Lions,1.25,1.25,offensive_line
"Odell Beckham, Jr.",Browns,90,18,receiver
Ogbonnia Okoronkwo,Rams,2.735,0.684,linebacker
Olabisi Johnson,Vikings,2.595,0.649,receiver
Olamide Zaccheaus,Falcons,1.76,0.587,receiver
Olasunkanmi Adeniyi,Steelers,1.725,0.575,linebacker
Olisaemeka Udoh,Vikings,2.688,0.672,offensive_line
Olivier Vernon,Browns,85,17,defensive_line
Olsen Pierre,Giants,1,1,defensive_line
Oren Burks,Packers,3.455,0.864,linebacker
Orion Stewart,Buccaneers,0.495,0.495,defensive_back
Orlando Brown,Ravens,3.492,0.873,offensive_line
Oshane Ximines,Giants,3.453,0.863,linebacker
Otaro Alaka,Ravens,1.765,0.588,linebacker
P.J. Hall,Raiders,4.704,1.176,defensive_line
Parris Campbell,Colts,4.776,1.194,receiver
Pat Elflein,Vikings,3.748,0.937,offensive_line
Pat O'Connor,Buccaneers,1.291,0.645,defensive_line
Pat O'Donnell,Bears,3.5,1.75,kicker
Patrick Chung,Patriots,7,7,defensive_back
Patrick DiMarco,Bills,8.4,2.1,running_back
Patrick Laird,Dolphins,1.764,0.588,running_back
Patrick Mahomes,Chiefs,16.426,4.106,quarterback
Patrick Mekari,Ravens,1.763,0.588,offensive_line
Patrick Omameh,Saints,0.895,0.895,offensive_line
Patrick Onwuasor,Ravens,3.095,3.095,linebacker
Patrick Peterson,Cardinals,70.05,14.01,defensive_back
Patrick Ricard,Ravens,1.672,0.557,defensive_line
Patrick Robinson,Saints,20,5,defensive_back
Patrick Scales,Bears,0.81,0.81,offensive_line
Paul Perkins,Lions,1.38,0.69,running_back
Paul Richardson,Redskins,40,8,receiver
Paul Worrilow,Jets,0.805,0.805,linebacker
Paxton Lynch,Steelers,1.38,0.69,quarterback
Pernell McPhee,Ravens,1.03,1.03,linebacker
Peter Kalambayi,Texans,2.578,0.645,linebacker
Peyton Barber,Buccaneers,2.125,2.125,running_back
Pharaoh Brown,Browns,1.05,0.525,tight_end
Pharoh Cooper,Cardinals,0.72,0.72,receiver
Phil Haynes,Seahawks,3.211,0.803,offensive_line
Philip Rivers,Chargers,83.25,20.813,quarterback
Phillip Dorsett,Patriots,2.6,2.6,receiver
Phillip Gaines,Texans,0.805,0.805,defensive_back
Phillip Lindsay,Broncos,1.725,0.575,running_back
Pierre Desir,Colts,22.5,7.5,defensive_back
PJ Williams,Saints,2.25,2.25,defensive_back
Poona Ford,Seahawks,1.718,0.573,defensive_line
Preston Brown,Bengals,16.5,5.5,linebacker
Preston Smith,Packers,52,13,linebacker
Preston Williams,Dolphins,1.765,0.588,receiver
Prince Amukamara,Bears,27,9,defensive_back
Qadree Ollison,Falcons,2.832,0.708,running_back
Quandre Diggs,Seahawks,18.6,6.2,defensive_back
Quenton Nelson,Colts,23.889,5.972,offensive_line
Quincy Enunwa,Jets,36,9,receiver
Quincy Williams,Jaguars,3.506,0.877,linebacker
Quincy Wilson,Colts,5.766,1.442,defensive_back
Quinnen Williams,Jets,32.529,8.132,defensive_line
Quinton Dunbar,Redskins,10.5,3.5,defensive_back
Quinton Jefferson,Seahawks,2.025,2.025,defensive_line
Quinton Spain,Bills,2.05,2.05,offensive_line
Ra'Shede Hageman,Falcons,0.735,0.735,defensive_line
Raekwon McMillan,Dolphins,4.698,1.174,linebacker
Raheem Mostert,49ers,8.65,2.9,running_back
Rakeem Nunez-Roches,Buccaneers,0.895,0.895,defensive_line
Ramon Foster,Steelers,8.25,4.125,offensive_line
Randall Cobb,Cowboys,5,5,receiver
Randin Crecelius,Ravens,0.495,0.495,offensive_line
Randy Bullock,Bengals,4.205,2.103,kicker
Randy Gregory,Cowboys,0.735,0.735,defensive_line
Rashaad Coward,Bears,0.645,0.645,offensive_line
Rashaad Penny,Seahawks,10.765,2.691,running_back
Rashaan Evans,Titans,11.577,2.894,linebacker
Rashaan Gaulden,Panthers,3.45,0.862,defensive_back
Rashaan Melvin,Lions,2.15,2.15,defensive_back
Rashad Fenton,Chiefs,2.702,0.676,defensive_back
Rashan Gary,Packers,15.877,3.969,linebacker
Rashard Higgins,Browns,2.025,2.025,receiver
Rasheem Green,Seahawks,3.573,0.893,defensive_line
Rashod Hill,Vikings,2.025,2.025,offensive_line
Rasul Douglas,Eagles,3.176,0.794,defensive_back
Raven Greene,Packers,1.714,0.571,defensive_back
Rayshawn Jenkins,Chargers,3.062,0.766,defensive_back
Reggie Bonnafon,Panthers,0.495,0.495,running_back
Reggie Gilbert,Titans,0.57,0.57,linebacker
Reggie Ragland,Chiefs,5.841,1.46,linebacker
