School,Minority,Sex,SES,MathAch
70,No,Female,0.972,9.276
70,No,Female,1.082,20.194
70,No,Female,0.622,7.125
70,No,Female,-0.018,7.555
70,No,Male,-0.208,17.332
70,Yes,Male,1.192,7.85
70,No,Female,0.512,16.616
70,No,Female,-0.658,13.75
19,No,Male,-0.018,2.35
19,No,Female,1.072,2.839
19,No,Male,-0.358,4.057
19,No,Male,-1.098,3.418
19,No,Female,0.392,17.088
19,No,Male,-0.598,15.389
19,Yes,Female,-0.828,10.63
19,No,Male,0.262,6.166
19,Yes,Male,1.192,5.043
19,No,Female,1.342,17.913
19,No,Female,-1.278,15.054
19,No,Female,-0.918,17.072
19,No,Female,-0.648,19.141
19,Yes,Male,-0.538,-0.576
19,Yes,Male,-0.368,4.88
19,No,Female,-1.218,5.137
19,Yes,Female,-0.888,4.311
19,No,Female,0.252,13.482
19,Yes,Male,-0.528,0.313
19,No,Male,-0.568,17.158
19,No,Male,0.032,15.37
19,No,Female,0.352,10.721
19,Yes,Female,1.262,22.451
19,No,Female,0.372,19.575
19,No,Male,0.752,21.91
19,No,Female,-0.468,10.97
19,No,Male,1.202,3.943
19,No,Female,0.052,5.661
145,No,Female,0.612,24.993
145,No,Female,1.182,5.868
145,No,Female,1.072,15.281
145,No,Female,1.152,13.555
145,No,Female,0.842,15.762
145,No,Female,0.862,20.144
145,No,Female,0.622,16.423
145,No,Female,0.442,4.072
145,No,Female,1.422,16.985
145,No,Female,1.452,7.204
145,No,Female,0.992,20.379
145,No,Female,0.652,24.095
145,No,Female,0.542,11.046
145,No,Female,0.932,21.524
145,No,Female,1.122,17.537
145,No,Female,-0.318,11.833
145,No,Female,0.242,19.467
145,No,Female,0.802,3.552
145,No,Female,0.732,19.425
145,No,Female,1.012,17.994
145,Yes,Female,0.592,19.859
145,No,Female,1.342,15.497
145,No,Female,0.932,24.138
145,No,Female,0.392,14.573
145,No,Female,-0.358,4.096
145,No,Female,0.532,8.47
145,Yes,Female,-0.898,20.776
145,No,Female,0.832,9.106
145,No,Female,1.172,10.713
145,No,Female,-0.468,10.817
145,No,Female,1.172,20.794
145,No,Female,1.072,7.128
145,No,Female,1.172,22.896
145,No,Female,0.422,16.895
145,No,Female,0.482,8.215
145,No,Female,0.982,4.837
145,No,Female,1.182,16.713
145,No,Female,-0.098,14.106
145,No,Female,1.242,13.711
145,No,Female,0.952,17.312
145,No,Female,1.262,12.411
145,No,Female,1.072,14.927
145,No,Female,0.902,18.802
145,No,Female,1.512,22.08
145,Yes,Female,0.762,9.395
145,No,Female,1.072,24.479
145,No,Female,0.702,9.987
145,No,Female,0.902,16.574
145,No,Female,0.452,23.81
145,No,Female,1.122,17.163
145,No,Female,1.302,21.819
145,No,Female,1.182,20.686
145,No,Female,1.512,19.015
145,No,Female,1.262,13.664
145,No,Female,0.932,23.137
145,No,Female,1.422,4.682
145,No,Female,0.632,18.232
146,No,Female,1.362,22.521
146,No,Male,0.502,24.133
146,No,Female,-0.858,6.756
146,No,Male,-0.098,16.338
146,No,Female,0.162,4.408
146,No,Male,0.542,6.388
146,No,Male,1.012,23.566
146,No,Male,0.772,18.315
146,No,Female,-0.728,16.721
146,No,Male,0.842,24.993
146,No,Male,0.782,19.032
146,No,Male,0.582,21.031
146,No,Male,1.422,18.6
146,No,Male,1.512,21.666
146,No,Female,-0.288,0.452
146,No,Male,-1.258,-0.368
146,No,Male,0.182,17.817
146,No,Female,0.842,11.827
146,No,Male,1.182,14.457
146,No,Male,-0.338,18.272
146,No,Female,0.362,12.905
146,No,Female,0.412,15.936
146,No,Male,1.122,23.746
146,No,Male,0.922,19.757
146,No,Male,1.292,18.915
146,No,Female,-0.118,23.124
146,No,Male,0.772,17.193
146,No,Female,-0.098,24.133
146,No,Male,0.562,16.703
146,No,Female,0.972,20.17
146,No,Male,0.912,15.977
146,No,Male,0.632,23.043
146,No,Male,1.062,22.051
146,No,Female,-0.478,10.506
146,No,Female,0.412,21.451
146,No,Male,-0.728,1.135
146,No,Male,0.522,18.737
146,No,Female,0.042,16.443
146,No,Male,0.202,7.751
146,No,Male,0.932,14.44
146,No,Female,0.472,1.701
146,No,Female,0.542,9.264
146,No,Male,0.102,18.749
146,No,Female,0.312,19.491
146,No,Female,0.112,17.474
146,No,Male,0.252,3.352
146,No,Female,0.792,18.116
146,No,Male,0.562,22.08
146,No,Female,0.612,3.254
146,No,Female,0.642,8.529
146,No,Female,0.062,24.247
146,No,Female,1.282,14.76
146,No,Male,0.562,24.479
146,No,Male,-1.048,2.866
146,No,Male,0.842,16.236
146,No,Female,0.932,22.517
146,No,Male,-0.188,11.755
146,No,Female,0.032,24.479
146,No,Female,0.372,9.939
146,No,Male,0.932,23.062
146,No,Male,0.752,9.572
146,No,Female,0.082,8.647
146,No,Male,0.392,17.795
146,No,Female,0.542,-0.988
146,No,Female,0.172,16.649
146,No,Female,-0.218,18.406
115,No,Male,0.512,11.876
115,No,Female,-1.068,14.283
115,No,Female,-0.458,3.714
115,No,Male,0.632,23.048
115,No,Female,-0.038,18.066
115,No,Female,-0.768,1.427
115,No,Female,-0.518,7.582
115,No,Male,0.262,24.107
115,No,Female,-0.798,23.424
115,No,Female,-0.078,7.261
115,No,Male,0.252,0.443
115,No,Female,-0.138,12.338
115,No,Male,-0.058,6.035
115,No,Female,0.532,10.579
115,No,Male,0.332,18.225
115,No,Female,-0.978,10.193
115,No,Female,0.832,19.16
115,No,Male,-0.548,9.223
115,No,Female,-0.648,20.145
115,No,Male,-1.198,7.131
115,No,Male,-1.168,3.927
115,No,Male,-0.648,16.722
115,No,Male,0.972,20.907
115,No,Female,0.072,22.406
115,No,Male,-0.468,24.545
115,No,Male,-0.658,21.579
115,No,Female,-0.118,16.509
115,No,Male,-0.368,11.534
115,No,Male,0.752,16.197
115,No,Male,-0.508,22.107
115,No,Male,0.012,23.768
115,No,Female,-0.818,4.037
115,No,Female,-0.808,9.231
115,No,Male,-0.748,8.276
115,No,Female,0.012,17.085
115,No,Male,-0.448,13
115,No,Female,0.592,22.373
115,No,Male,1.092,11.281
115,No,Male,-0.848,11.11
115,No,Female,-0.938,2.215
115,No,Male,-0.068,19.515
115,No,Male,-0.308,16.212
115,No,Male,-0.078,13.876
115,No,Female,0.202,0.614
115,No,Male,-0.348,11.116
115,No,Male,0.892,23.525
115,No,Male,-1.138,8.389
115,No,Male,0.252,9.056
115,No,Male,-0.268,14.699
115,No,Male,0.572,15.758
115,No,Male,0.182,0.718
115,No,Female,-0.078,15.058
115,No,Female,0.022,4.067
115,No,Female,0.132,11.902
115,No,Female,-0.588,5.915
115,No,Male,-0.358,9.314
115,No,Male,-0.108,23.323
49,Yes,Female,0.292,22.587
49,Yes,Male,-0.948,7.633
49,Yes,Female,-0.758,8.49
49,Yes,Female,0.482,4.682
49,No,Male,-0.238,14.866
49,Yes,Female,0.152,23.38
49,No,Female,1.262,22.067
49,Yes,Female,0.812,5.191
49,Yes,Female,1.072,4.527
49,Yes,Female,-0.618,3.422
49,Yes,Male,-0.048,8.034
49,Yes,Male,-0.838,6.552
49,Yes,Female,0.092,12.125
49,Yes,Male,-0.508,4.275
49,Yes,Female,0.052,15.026
49,Yes,Female,0.292,22.924
49,Yes,Female,1.252,13.331
49,No,Female,-0.748,16.641
49,Yes,Female,-0.768,20.907
49,Yes,Female,-0.088,12.525
49,Yes,Female,-0.578,10.527
49,Yes,Female,0.872,17.991
49,Yes,Male,-0.868,17.392
49,Yes,Female,-0.868,19.762
49,Yes,Female,-0.528,13.835
49,Yes,Female,-0.198,19.858
49,Yes,Female,-0.288,8.526
49,Yes,Male,-0.378,22.974
49,Yes,Female,0.152,16.722
49,Yes,Male,-0.358,19.312
49,Yes,Female,0.302,9.117
49,Yes,Female,-0.688,4.294
49,No,Female,1.262,8.507
49,No,Female,0.922,12.438
49,Yes,Female,1.512,13.508
49,Yes,Female,-1.538,8.368
49,Yes,Female,0.482,10.519
49,Yes,Female,-0.318,10.958
49,Yes,Female,1.302,18.266
49,Yes,Female,1.422,17.392
49,Yes,Male,-0.038,23.28
49,Yes,Male,-0.468,22.229
49,Yes,Male,-1.208,20.789
49,Yes,Male,0.682,23.28
49,Yes,Male,0.222,23.28
79,No,Female,-0.188,10.697
79,No,Male,0.062,14.909
79,No,Male,1.062,23.249
79,No,Male,0.272,15.319
79,Yes,Male,-1.328,0.258
79,No,Male,1.512,5.902
79,No,Male,1.002,23.785
79,No,Female,-0.498,10.478
79,No,Male,-0.368,16.752
79,No,Female,1.122,18.184
79,No,Female,-0.098,6.094
79,Yes,Male,1.092,16.269
79,No,Male,0.652,10.989
79,No,Male,0.632,21.097
79,No,Male,-0.778,23.033
79,No,Male,0.202,22.544
79,No,Male,0.862,12.413
79,Yes,Female,0.792,8.169
79,No,Female,0.702,10.373
79,No,Male,0.792,23.882
79,No,Male,0.332,15.745
79,No,Male,0.232,17.765
79,No,Female,1.072,15.826
79,No,Male,0.092,-2.832
79,No,Female,0.532,4.618
79,No,Male,0.652,22.889
79,No,Female,-0.888,6.967
79,No,Female,1.422,17.9
79,No,Male,0.832,9.743
79,No,Male,0.482,11.893
79,No,Male,-0.838,10.489
79,No,Female,0.762,13.437
79,No,Male,0.662,8.954
79,No,Female,0.852,18.773
79,No,Male,0.462,17.974
79,No,Male,0.582,18.454
79,No,Female,-0.158,21.319
79,No,Male,1.122,12.882
79,No,Male,0.252,21.283
79,No,Male,0.292,17.112
79,No,Female,1.332,14.859
79,Yes,Female,-0.388,11.141
79,No,Female,-0.648,0.977
79,No,Female,0.432,13.138
79,No,Female,0.182,7.965
79,No,Male,0.582,24.067
79,No,Male,0.322,15.409
79,No,Male,0.502,9.903
79,No,Female,0.892,12.336
79,No,Male,-0.158,21.533
79,No,Female,0.842,11.286
79,No,Female,0.762,12.331
79,Yes,Male,-0.298,13.813
79,Yes,Male,1.512,23.053
79,No,Male,0.032,5.812
79,No,Male,0.832,17.271
79,Yes,Female,-0.468,0.767
79,No,Male,0.712,4.68
79,Yes,Male,0.472,14.796
79,No,Male,1.202,21.514
79,No,Male,0.662,8.234
80,No,Female,0.432,19.196
80,No,Female,-0.838,13.754
80,No,Female,-0.068,12.43
80,No,Male,0.502,11.871
80,No,Male,-1.228,13.289
80,No,Male,0.302,0.829
80,No,Female,0.502,18.8
80,No,Female,-0.298,13.086
80,No,Female,0.382,21.361
80,No,Female,-0.238,8.259
80,No,Male,-0.528,17.248
80,No,Female,-0.658,9.757
80,No,Female,0.502,20.765
80,No,Male,-0.078,15.896
80,No,Male,0.322,23.912
80,No,Male,1.182,24.075
80,No,Female,-0.498,12.851
80,No,Female,-0.898,14.649
80,No,Male,-0.948,14.477
80,No,Female,0.352,14.68
80,No,Female,-0.818,14.966
80,No,Male,-0.318,3.265
80,No,Male,-0.508,12.149
80,No,Male,-0.718,17.187
80,No,Male,0.652,22.829
80,No,Female,-0.678,8.342
80,No,Female,-0.038,12.428
80,No,Female,0.772,10.315
80,No,Male,-0.688,7.136
80,No,Female,0.592,20.504
80,No,Female,-0.448,10.669
80,No,Female,0.092,9.064
80,No,Male,0.202,15.664
80,No,Female,0.512,7.728
80,No,Male,0.632,23.525
80,No,Male,-0.978,18.493
80,No,Male,-0.628,-1.472
80,No,Male,0.442,18.714
80,No,Female,0.792,9.484
80,No,Female,0.132,13.265
80,No,Male,0.132,19.945
80,No,Male,1.082,12.012
80,No,Male,-0.438,17.221
80,No,Female,-0.468,10.385
80,No,Female,0.012,10.822
80,No,Male,-0.308,12.55
80,No,Male,0.262,15.371
80,No,Male,0.922,22.465
80,No,Male,0.572,8.652
80,No,Male,-0.888,21.794
80,No,Male,1.132,18.241
80,No,Male,1.122,13.712
80,No,Male,1.392,18.352
105,No,Female,-1.118,2.076
105,No,Female,0.392,5.797
105,Yes,Female,-0.528,6.037
105,Yes,Female,1.402,9.889
105,Yes,Female,0.182,11.618
105,No,Female,-0.708,5.364
105,No,Female,-0.018,14.633
105,No,Female,-1.238,4.153
105,Yes,Female,-0.938,6.712
105,Yes,Female,-0.718,17.514
105,Yes,Female,-0.348,21.233
105,No,Female,-1.368,9.544
105,No,Female,-1.758,-1.408
105,No,Female,-1.278,8.393
105,Yes,Female,1.252,21.39
105,No,Female,0.472,17.157
105,No,Female,-0.118,7.344
105,No,Female,-0.078,2.407
105,Yes,Female,-0.858,17.042
105,No,Female,-0.168,14.662
105,No,Female,-0.428,15.794
105,Yes,Female,-0.198,16.481
105,No,Female,-0.798,20.99
105,No,Female,0.022,8.794
105,Yes,Female,0.872,8.331
105,No,Female,0.682,24.479
105,No,Female,0.802,13.33
105,No,Female,-0.278,11.342
105,Yes,Female,1.182,16.773
105,No,Female,-0.328,21.633
105,No,Female,-0.298,17.92
105,No,Female,-0.258,16.784
105,No,Female,0.272,13.7
105,No,Female,-0.598,3.422
105,No,Female,-0.158,4.462
105,Yes,Female,-0.668,8.118
105,Yes,Female,-0.768,17.931
105,Yes,Female,-0.028,1.288
105,No,Female,0.842,14.836
105,No,Female,-0.378,6.861
105,Yes,Female,-0.278,14.872
105,Yes,Female,0.192,14.73
105,Yes,Female,-0.558,5.076
105,Yes,Female,-1.128,14.491
105,Yes,Female,-1.038,-0.493
105,No,Female,-0.508,10.084
105,Yes,Female,-1.008,17.565
105,No,Female,-0.798,5.655
105,No,Female,-0.838,15.644
105,Yes,Female,-0.708,-1.559
105,Yes,Female,-0.898,6.659
105,No,Female,-1.178,11.629
4,Yes,Male,-1.308,8.529
4,Yes,Male,-0.828,13.453
4,Yes,Male,-1.498,10.81
4,Yes,Female,-1.768,0.585
4,Yes,Male,-1.028,-2.252
4,Yes,Male,-0.438,2.633
4,Yes,Female,-1.118,-2.55
4,Yes,Female,-1.428,3.284
4,Yes,Female,-0.858,2.43
4,Yes,Female,-1.758,12.771
4,No,Female,-1.448,4.888
4,Yes,Female,-1.358,7.081
4,Yes,Male,-1.848,5.813
4,Yes,Male,-1.648,5.037
4,Yes,Female,-1.358,-2.224
4,Yes,Male,-0.588,6.524
4,Yes,Male,-1.118,-2.721
4,Yes,Male,-1.948,0.193
4,Yes,Female,0.052,0.959
4,Yes,Female,-1.608,6.366
4,Yes,Female,-0.768,4.423
4,Yes,Female,-2.078,3.954
4,Yes,Male,-1.488,2.572
4,Yes,Female,-0.838,19.424
4,Yes,Male,-0.988,7.094
4,Yes,Female,-0.898,2.764
4,Yes,Male,-0.208,3.73
4,No,Female,-0.888,-0.754
4,Yes,Female,-1.578,-2.832
4,Yes,Female,-0.078,1.045
4,No,Female,-1.308,9.385
4,No,Male,-1.368,2.617
4,Yes,Female,-1.118,1.083
4,Yes,Female,-1.238,7.722
4,Yes,Female,-1.538,5.312
4,Yes,Male,-0.988,0.569
4,Yes,Male,-1.908,10.303
27,No,Male,-0.548,4.983
27,No,Female,0.322,9.725
27,No,Female,-0.728,21.504
27,No,Female,0.022,11.637
27,No,Female,-0.168,4.858
27,No,Male,0.502,17.53
27,Yes,Female,-0.498,0.148
27,No,Female,0.522,17.718
27,Yes,Female,0.612,1.288
27,Yes,Male,0.762,3.083
27,Yes,Female,1.002,18.026
27,No,Female,-0.538,10.652
27,No,Female,-0.298,20
27,Yes,Female,1.152,11.593
27,No,Female,-0.168,17.416
27,No,Male,0.852,17.059
27,No,Female,0.342,9.413
27,No,Male,1.152,22.794
27,No,Male,-0.188,15.456
27,No,Male,0.982,18.326
27,No,Male,0.272,13.009
27,No,Female,-0.528,7.417
27,No,Female,-0.348,14.704
27,No,Male,0.742,10.927
27,No,Male,1.122,22.541
27,No,Male,0.822,21.141
27,No,Female,-2.328,5.499
27,Yes,Female,0.492,17.287
27,Yes,Male,-0.318,15.626
6,No,Female,-1.828,5.964
6,Yes,Male,-1.478,0.842
6,Yes,Male,-1.068,5.271
6,No,Male,-0.228,17.43
6,No,Male,0.292,10.485
6,No,Female,-0.818,0.371
6,No,Male,-0.228,12.521
6,Yes,Female,-0.718,2.865
6,No,Female,-0.048,12.484
6,No,Female,-0.718,14.206
6,No,Female,-0.588,19.598
6,No,Male,-0.518,6.707
6,Yes,Male,-0.268,3.9
6,Yes,Female,-1.768,1.27
6,No,Female,-0.918,11.182
6,Yes,Female,-0.778,-1.603
6,Yes,Male,-1.018,14.165
6,Yes,Male,-0.568,2.04
6,Yes,Female,-0.688,7.123
6,No,Female,0.182,5.443
6,No,Female,-0.038,6.44
6,Yes,Male,-1.488,3.778
6,No,Female,-1.018,5.034
6,No,Male,-0.008,3.278
6,No,Female,-0.678,10.99
123,No,Male,0.332,5.698
123,No,Male,-0.768,1.068
123,Yes,Male,-0.238,13.427
123,No,Female,-0.238,13.702
123,No,Male,1.312,11.802
123,No,Male,0.822,14.658
123,No,Female,-0.188,18.881
123,No,Female,-0.088,2.191
123,No,Male,0.442,5.19
123,No,Female,0.332,19.487
123,No,Male,0.182,7.381
123,No,Female,0.882,9.741
123,No,Female,0.692,11.149
123,No,Male,1.212,16.246
123,No,Male,0.072,7.782
123,No,Male,-1.078,19.357
123,No,Male,0.792,15.575
123,No,Female,1.262,15.669
123,Yes,Female,-1.118,15.108
123,No,Female,-0.658,11.933
123,No,Male,-0.888,6.032
123,No,Male,-0.308,23.185
123,No,Male,0.082,1.584
123,No,Male,0.022,2.272
123,No,Female,0.312,16.837
123,No,Female,0.692,16.688
123,No,Female,0.782,13.652
123,No,Male,0.072,5.825
123,No,Male,0.552,24.812
123,No,Female,0.142,16.936
123,No,Male,1.072,24.483
123,No,Female,1.022,7.492
123,No,Male,-0.348,3.886
123,No,Female,0.262,-2.132
123,No,Male,0.192,18.62
123,No,Female,0.592,16.084
123,No,Female,0.592,20.441
123,No,Female,0.462,3.237
123,No,Female,-0.078,18.142
123,No,Male,0.302,10.165
123,No,Female,-0.088,24.479
123,No,Female,-0.608,3.615
123,No,Female,0.152,12.465
123,No,Female,-0.008,14.736
123,No,Male,0.002,13.854
123,No,Female,0.792,18.01
123,No,Male,0.302,11.794
123,No,Male,-0.088,13.848
123,No,Female,-0.998,12.192
123,No,Male,0.132,-2.334
84,No,Female,-0.038,13.903
84,No,Female,0.772,14.123
84,No,Male,0.152,24.133
84,No,Female,0.842,22.449
84,No,Male,-0.188,10.225
84,No,Female,-0.118,5.441
84,No,Female,-0.168,7.477
84,Yes,Male,-0.228,14.707
84,No,Male,-0.828,13.934
84,No,Female,-0.598,10.504
84,No,Female,0.212,14.275
84,No,Male,0.152,21.355
84,No,Female,-0.888,8.754
84,No,Male,0.932,13.701
84,No,Female,-0.958,9.614
84,No,Female,0.982,10.439
84,No,Male,-0.248,3.584
84,No,Male,-0.168,20.673
84,No,Female,0.462,12.335
84,No,Male,0.502,10.479
84,No,Female,-0.148,15.515
84,No,Female,1.072,9.875
84,No,Female,0.712,17.327
84,No,Male,0.932,7.193
84,No,Male,1.512,16.189
84,No,Female,-0.038,16.948
84,No,Female,0.732,17.312
84,No,Male,-0.038,20.765
84,No,Male,0.242,19.485
84,No,Female,-0.298,19.247
84,No,Female,-0.408,2.417
71,No,Male,1.122,23.88
71,No,Male,1.262,23.771
71,No,Male,1.042,18.312
71,No,Male,0.362,17.539
71,No,Male,-0.018,6.102
71,No,Female,1.512,18.4
71,No,Male,0.632,19.4
71,No,Female,1.202,18.56
71,No,Female,1.172,8.631
71,No,Female,1.072,18.38
71,No,Male,0.662,14.503
71,No,Male,0.482,23.822
71,No,Male,0.952,12.911
71,No,Female,-0.148,18.345
71,No,Female,0.612,17.152
71,No,Female,-0.068,12.846
71,No,Female,0.702,18.358
71,No,Female,-0.568,17.19
71,No,Male,0.822,4.141
71,No,Male,0.932,10.045
71,No,Male,1.382,20.011
71,No,Female,0.202,19.803
71,No,Female,1.122,21.66
71,No,Male,0.222,22.717
71,Yes,Female,-0.748,16.219
71,No,Female,0.232,15.92
71,No,Female,0.992,12.853
71,No,Male,0.842,17.321
71,No,Female,0.892,17.711
98,No,Female,-0.438,21.142
98,No,Female,-1.068,4.826
98,No,Female,-0.798,15.473
98,No,Female,0.292,4.472
98,No,Female,0.042,12.553
98,No,Female,-0.368,19.772
98,No,Female,-0.748,4.176
98,No,Female,-0.438,15.573
98,Yes,Female,-0.708,18.807
98,No,Female,-0.828,8.914
98,No,Female,-0.258,8.005
98,No,Female,-0.278,15.241
98,No,Female,-0.768,19.184
98,No,Female,-0.438,13.302
98,No,Female,0.252,14.818
98,No,Female,-0.818,15.502
98,No,Female,-0.038,8.642
98,No,Female,-1.098,7.316
98,No,Female,0.022,15.243
98,No,Female,-0.798,10.654
98,No,Female,-0.668,15.076
98,No,Female,-0.198,18.324
98,No,Female,-0.508,18.875
98,No,Female,0.142,16.89
98,No,Female,-0.748,17.681
98,No,Female,-0.028,7.907
98,No,Female,0.662,9.38
98,No,Female,-0.678,5.236
98,No,Female,-0.748,23.917
98,No,Female,0.442,15.636
98,No,Female,0.092,22.427
98,No,Female,-0.448,20.075
98,No,Female,-0.608,11.344
98,No,Female,-0.488,17.445
98,No,Female,-1.778,2.124
98,No,Female,0.522,1.099
98,No,Female,0.542,20.251
98,No,Female,-0.158,12.511
98,No,Female,0.692,6.332
98,No,Female,-1.608,7.082
98,No,Female,0.672,12.55
98,No,Female,-0.258,21.26
98,No,Female,0.032,9.377
98,No,Female,-1.118,15.842
98,No,Female,0.852,6.963
98,No,Female,0.672,21.986
98,No,Female,-0.358,20.635
98,Yes,Female,-0.478,2.823
98,No,Female,-0.618,17.173
98,No,Female,-0.358,24.421
98,No,Female,0.562,21.658
98,No,Female,-0.568,21.734
98,No,Female,-0.828,5.311
98,No,Female,-0.488,9.831
98,No,Female,1.512,19.882
98,No,Female,0.122,16.956
119,No,Female,-0.398,20.111
119,No,Female,0.242,16.624
119,No,Female,-0.028,15.343
119,No,Male,1.032,20.613
119,No,Male,0.172,20.069
119,No,Female,0.292,6.761
119,No,Female,-0.178,14.498
119,No,Male,-0.138,21.052
119,No,Male,-0.708,15.761
119,No,Female,0.502,19.729
119,No,Male,0.152,24.386
119,No,Female,0.482,13.833
119,No,Female,1.022,17.54
119,No,Male,-0.298,-0.111
119,No,Male,0.442,8.726
119,No,Female,0.652,5.722
119,No,Female,-1.238,11.303
119,No,Male,-0.258,23.259
119,No,Female,0.562,13.337
119,No,Male,1.222,6.707
119,No,Male,-0.698,22.854
119,No,Female,-0.138,22.521
119,No,Female,-0.288,13.947
119,No,Female,0.892,19.499
119,No,Male,0.292,12.577
119,No,Female,-0.478,16.761
119,No,Male,-0.718,13.901
119,No,Female,0.642,12.605
119,No,Male,0.502,13.544
119,No,Female,-2.038,1.199
119,No,Female,0.902,24.707
119,No,Female,0.762,21.793
119,No,Male,-0.328,22.625
17,No,Male,0.202,13.89
17,No,Female,0.522,21.272
17,No,Male,-0.478,22.091
17,Yes,Male,-0.538,6.02
17,Yes,Male,-0.048,6.868
17,Yes,Male,-0.128,10.037
17,No,Male,1.042,13.639
17,No,Female,-0.078,1.785
17,No,Female,-0.598,16.246
17,No,Male,-0.058,11.486
17,No,Male,-0.228,-1.852
17,No,Female,0.192,3.001
17,Yes,Male,-1.308,4.239
17,Yes,Male,-0.848,2.799
17,No,Female,0.032,21.64
17,No,Female,-0.498,14.616
17,Yes,Male,-0.658,6.217
17,Yes,Female,-1.168,0.251
17,No,Female,-0.428,16.239
17,No,Male,-1.778,1.107
17,No,Male,0.212,5.01
17,No,Female,1.512,12.65
17,Yes,Female,-0.148,3.967
17,No,Male,-0.918,3.605
17,No,Female,-1.948,3.091
17,No,Male,-0.558,4.641
17,No,Female,-1.338,11.389
17,No,Female,0.282,8.362
17,No,Female,-0.208,4.554
17,Yes,Female,-0.808,13.247
17,No,Female,-0.258,12.344
17,No,Female,0.072,8.464
17,No,Female,-0.658,0.778
17,No,Male,0.402,10.84
17,No,Female,-0.958,22.307
17,No,Male,-0.968,4.085
17,No,Male,-0.488,12.216
17,Yes,Male,-1.248,-0.726
17,No,Male,0.412,2.503
17,No,Female,-1.508,8.519
17,No,Male,-0.508,15.139
17,No,Male,-0.968,3.719
17,No,Female,-1.368,5.143
90,Yes,Female,0.462,8.954
90,No,Female,0.132,20.087
90,Yes,Female,1.002,19.951
90,No,Male,-0.048,22.3
90,No,Female,0.072,14.148
90,No,Female,-0.818,13.626
90,Yes,Male,-0.398,16.68
90,No,Male,-1.298,15.085
90,No,Female,0.142,1.01
90,No,Male,-0.818,23.917
90,No,Female,-0.518,4.27
90,No,Female,0.422,13.298
90,No,Male,-0.538,20.251
90,No,Male,-0.948,10.991
90,No,Male,-1.008,3.253
90,Yes,Female,-2.398,0.379
90,No,Female,0.532,24.012
90,Yes,Female,-0.778,-0.205
90,No,Male,-0.258,23.231
90,No,Female,-0.458,18.317
90,No,Male,1.182,24.247
58,Yes,Male,-0.228,10.305
58,Yes,Female,-0.688,11.178
58,Yes,Male,-0.528,17.11
58,Yes,Female,-0.838,8.031
58,Yes,Male,-0.178,17.821
58,Yes,Female,-0.658,4.633
58,Yes,Female,-0.238,12.085
58,No,Female,-1.098,3.309
58,Yes,Male,-0.318,0.612
58,Yes,Female,-0.778,1.803
58,No,Female,-0.388,8.022
58,No,Female,-0.408,4.01
58,Yes,Male,-1.498,5.9
58,Yes,Male,-0.158,9.182
58,Yes,Female,-1.308,7.133
58,No,Female,-0.478,6.294
58,Yes,Female,-0.218,15.823
58,Yes,Female,-0.048,14.38
58,Yes,Female,-1.458,3.326
58,No,Female,-0.068,5.5
58,Yes,Female,-1.518,3.377
58,Yes,Female,-1.518,7.026
58,No,Female,0.482,23.578
58,Yes,Female,0.312,19.619
58,Yes,Male,-0.258,23.137
58,No,Female,-0.158,16.177
58,Yes,Female,-1.858,15.868
58,No,Male,0.472,17.446
58,Yes,Male,0.122,18.119
58,Yes,Male,-0.468,-2.092
58,Yes,Female,-1.158,12.663
58,Yes,Male,-1.048,13.835
58,Yes,Female,-0.028,3.872
58,Yes,Female,-0.418,10.092
58,No,Female,0.362,4.582
147,No,Female,0.992,19.467
147,No,Female,0.752,17.715
147,No,Male,-0.678,14.341
147,No,Male,1.432,23.04
147,No,Male,0.662,24.993
147,No,Female,0.942,22.943
147,No,Male,1.212,23.525
147,No,Male,-0.518,24.133
147,No,Male,0.662,21.689
147,No,Female,0.142,10.158
147,No,Female,0.582,20.761
147,No,Female,0.482,22.055
147,Yes,Male,-0.238,8.933
147,No,Female,1.092,24.252
147,No,Female,0.802,10.477
147,No,Female,0.842,12.082
147,No,Female,-0.438,20.619
147,No,Female,0.422,3.745
147,Yes,Male,-1.428,7.292
147,No,Female,0.902,14.516
147,No,Female,0.092,22.827
147,No,Female,0.032,12.211
147,Yes,Male,0.172,15.183
147,No,Male,0.402,9.178
147,No,Female,0.072,19.704
147,No,Female,0.362,19.685
147,Yes,Female,0.702,12.565
147,No,Male,0.762,22.572
147,Yes,Female,-0.718,5.932
147,No,Male,-0.098,8.34
147,No,Male,0.542,15.712
147,No,Male,0.222,15.415
147,No,Male,1.122,19.41
147,No,Male,-0.138,18.12
147,No,Male,-0.738,8.317
147,No,Female,0.692,12.723
147,No,Female,0.542,22.311
147,No,Male,0.672,18.33
147,No,Female,-0.218,15.019
147,No,Female,0.232,10.79
147,No,Female,0.062,16.491
147,No,Female,0.152,18.028
147,No,Female,-0.388,21.264
147,No,Female,-0.028,14.318
147,No,Male,1.152,15.572
147,No,Male,-0.328,21.755
147,No,Female,-0.038,19.327
147,Yes,Male,-0.678,13.882
147,No,Female,0.642,3.706
147,No,Male,0.852,10.186
147,No,Male,1.342,-0.799
147,Yes,Male,1.102,12.971
147,No,Female,-1.068,14.084
147,No,Female,1.282,12.104
147,Yes,Female,0.192,3.57
147,No,Male,1.262,24.418
147,No,Female,-0.458,11.635
147,No,Female,-0.418,24.479
124,No,Male,1.042,-1.483
124,No,Female,0.522,13.327
124,No,Female,1.152,10.873
