date,time,no,no2,pm10,co2,temp,humi
2014-06-10,21:00,NA,NA,141,515,23.5,46.9
2014-06-10,22:00,NA,NA,115,494,23.5,48.6
2014-06-10,23:00,NA,NA,97,468,23.4,49.4
2014-06-11,00:00,NA,NA,121,416,22.7,53.5
2014-06-11,01:00,NA,NA,222,403,22.3,55.3
2014-06-11,02:00,NA,NA,424,407,22.3,55.8
2014-06-11,03:00,NA,NA,79,403,22.2,54.3
2014-06-11,04:00,NA,NA,37,414,21.8,52.5
2014-06-11,05:00,NA,NA,113,458,22.3,50.9
2014-06-11,06:00,NA,NA,139,545,22.4,49.2
2014-06-11,07:00,NA,NA,185,683,23,47.3
2014-06-11,08:00,NA,NA,247,735,23.2,45.7
2014-06-11,09:00,NA,NA,245,619,23.7,44
2014-06-11,10:00,NA,NA,225,620,23.6,43.9
2014-06-11,11:00,NA,NA,197,645,24,44.1
2014-06-11,12:00,NA,NA,191,680,24.7,43.9
2014-06-11,13:00,NA,NA,203,696,24.9,44.4
2014-06-11,14:00,NA,44,206,720,24.5,43.6
2014-06-11,15:00,NA,42,218,807,25,44.8
2014-06-11,16:00,NA,39,227,875,25.3,45.6
2014-06-11,17:00,NA,38,204,875,25.3,45.4
2014-06-11,18:00,NA,35,212,859,25.4,45.1
2014-06-11,19:00,NA,38,159,689,25.2,43.5
2014-06-11,20:00,NA,39,123,590,24.7,43.3
2014-06-11,21:00,NA,41,117,546,24.4,42.9
2014-06-11,22:00,NA,40,104,541,24.2,43.1
2014-06-11,23:00,NA,34,100,502,23.9,44.3
2014-06-12,00:00,NA,30,83,433,23.8,45.2
2014-06-12,01:00,NA,27,84,411,23,47.7
2014-06-12,02:00,NA,23,55,406,22.8,45.9
2014-06-12,03:00,NA,22,91,411,22.5,46.1
2014-06-12,04:00,NA,22,130,423,22.7,45.8
2014-06-12,05:00,NA,27,104,475,22.9,43.7
2014-06-12,06:00,NA,35,143,554,23.2,42.8
2014-06-12,07:00,NA,38,209,700,23.6,42.8
2014-06-12,08:00,NA,44,248,762,23.9,42.6
2014-06-12,09:00,NA,49,234,665,24.3,41.8
2014-06-12,10:00,NA,57,235,643,24.5,41.7
2014-06-12,11:00,NA,56,225,651,24.6,41.2
2014-06-12,12:00,NA,55,191,680,24.7,41.5
2014-06-12,13:00,NA,59,198,691,24.9,41.7
2014-06-12,14:00,NA,60,229,741,25.2,42.1
2014-06-12,15:00,NA,57,213,787,25.3,40.9
2014-06-12,16:00,NA,48,223,909,25.5,40.7
2014-06-12,17:00,NA,45,191,871,25.6,39.4
2014-06-12,18:00,NA,44,202,846,25.7,38
2014-06-12,19:00,NA,49,191,705,25.4,37.7
2014-06-12,20:00,NA,45,130,606,25.1,37.7
2014-06-12,21:00,NA,48,114,541,24.9,38.9
2014-06-12,22:00,NA,45,118,528,24.7,41.1
2014-06-12,23:00,NA,39,103,523,24.5,42
2014-06-13,00:00,NA,33,80,440,24.1,42.7
2014-06-13,01:00,NA,30,108,418,23.7,44.4
2014-06-13,02:00,NA,24,144,420,23.4,45
2014-06-13,03:00,NA,23,39,412,23.2,45.7
2014-06-13,04:00,NA,25,17,429,23.2,44.9
2014-06-13,05:00,NA,29,95,479,23.3,44.2
2014-06-13,06:00,NA,38,148,548,23.5,44
2014-06-13,07:00,NA,40,218,693,23.9,44.3
2014-06-13,08:00,NA,46,242,809,24.4,44.2
2014-06-13,09:00,NA,53,223,655,24.5,42.3
2014-06-13,10:00,NA,57,228,675,24.7,41.1
2014-06-13,11:00,NA,63,210,668,24.7,41.1
2014-06-13,12:00,NA,59,207,705,25.1,41.9
2014-06-13,13:00,NA,66,202,701,25.2,41.5
2014-06-13,14:00,NA,62,228,771,25.6,42.3
2014-06-13,15:00,NA,57,219,816,25.8,42.6
2014-06-13,16:00,NA,50,220,901,26.1,43
2014-06-13,17:00,NA,47,230,964,26.3,43.9
2014-06-13,18:00,NA,45,202,855,26.3,42.2
2014-06-13,19:00,NA,47,208,799,26.1,42
2014-06-13,20:00,NA,53,153,639,25.8,41
2014-06-13,21:00,NA,51,139,557,25.3,40.6
2014-06-13,22:00,NA,46,123,557,25.2,41.5
2014-06-13,23:00,NA,41,119,554,25,42.2
2014-06-14,00:00,NA,41,91,493,24.7,41.5
2014-06-14,01:00,NA,39,53,423,24.3,41
2014-06-14,02:00,NA,38,119,411,24.1,41.7
2014-06-14,03:00,NA,27,38,410,23.7,42.7
2014-06-14,04:00,NA,24,15,418,23.6,42.6
2014-06-14,05:00,NA,24,91,455,23.8,42.8
2014-06-14,06:00,NA,27,106,481,23.7,42.8
2014-06-14,07:00,NA,31,116,501,23.9,42.4
2014-06-14,08:00,NA,32,130,565,24,42.3
2014-06-14,09:00,NA,30,141,619,24.1,42.3
2014-06-14,10:00,NA,31,155,666,24.3,43.8
2014-06-14,11:00,NA,30,143,671,24.6,44.1
2014-06-14,12:00,NA,30,160,666,25.1,43.8
2014-06-14,13:00,NA,27,185,746,25.4,44.1
2014-06-14,14:00,NA,27,156,775,25.4,43.4
2014-06-14,15:00,NA,28,164,816,25.5,42.2
2014-06-14,16:00,NA,29,173,870,25.6,41.9
2014-06-14,17:00,NA,28,172,855,25.8,41.6
2014-06-14,18:00,NA,28,151,822,25.6,39.7
2014-06-14,19:00,NA,27,144,714,25.1,37.3
2014-06-14,20:00,NA,25,117,645,25.2,37.7
2014-06-14,21:00,NA,25,103,575,24.9,37.6
2014-06-14,22:00,NA,24,97,554,24.6,37.8
2014-06-14,23:00,NA,24,97,529,24.4,37.4
2014-06-15,00:00,NA,22,74,479,24.2,37.4
2014-06-15,01:00,NA,23,37,418,23.9,38.6
2014-06-15,02:00,NA,21,14,403,23.6,40.2
2014-06-15,03:00,NA,17,7,401,23.5,40.6
2014-06-15,04:00,NA,16,6,412,23.3,40.3
2014-06-15,05:00,NA,17,52,434,23.3,40.4
2014-06-15,06:00,NA,17,72,445,23.3,40.7
2014-06-15,07:00,NA,17,84,451,23.3,41
2014-06-15,08:00,NA,19,108,499,23.4,41.4
2014-06-15,09:00,NA,19,96,512,23.5,41.2
2014-06-15,10:00,NA,19,100,552,23.7,41.8
2014-06-15,11:00,NA,19,96,557,23.8,41.3
2014-06-15,12:00,NA,21,100,568,23.8,40.2
2014-06-15,13:00,NA,21,87,559,23.9,38.6
2014-06-15,14:00,NA,21,127,579,24.1,37.6
2014-06-15,15:00,NA,23,132,595,24.1,37.6
2014-06-15,16:00,NA,22,113,666,24.2,37.7
2014-06-15,17:00,NA,25,122,652,24.3,37.3
2014-06-15,18:00,NA,23,138,624,24.2,37.4
2014-06-15,19:00,NA,23,150,606,24.2,37.8
2014-06-15,20:00,NA,23,115,524,24,37.7
2014-06-15,21:00,NA,21,118,486,24,38
2014-06-15,22:00,NA,19,123,521,23.8,38.9
2014-06-15,23:00,NA,18,92,468,23.8,38.5
2014-06-16,00:00,NA,15,106,416,23.3,39
2014-06-16,01:00,NA,12,506,399,23.1,39.4
2014-06-16,02:00,NA,10,NA,396,22.6,39.7
2014-06-16,03:00,NA,13,122,395,22.4,40.4
2014-06-16,04:00,NA,15,70,411,22.6,41.2
2014-06-16,05:00,NA,18,130,466,22.7,41.3
2014-06-16,06:00,NA,29,163,542,22.8,41.2
2014-06-16,07:00,NA,31,230,675,23.1,41.5
2014-06-16,08:00,NA,33,283,734,23.5,41.5
2014-06-16,09:00,NA,37,226,601,23.9,39.8
2014-06-16,10:00,NA,41,203,587,23.9,39.4
2014-06-16,11:00,NA,40,160,596,24,39.3
2014-06-16,12:00,NA,40,163,636,24.3,39
2014-06-16,13:00,NA,46,159,624,24.2,38.2
2014-06-16,14:00,NA,40,183,669,24.4,37.8
2014-06-16,15:00,NA,39,221,735,24.6,37.7
2014-06-16,16:00,NA,36,206,829,24.8,38.8
2014-06-16,17:00,NA,32,223,875,25,38.9
2014-06-16,18:00,NA,29,204,768,25,39.2
2014-06-16,19:00,NA,27,185,652,24.8,40.1
2014-06-16,20:00,NA,26,141,547,24.5,40.7
2014-06-16,21:00,NA,26,113,516,24.3,41.3
2014-06-16,22:00,NA,27,98,488,24.1,41
2014-06-16,23:00,NA,23,74,457,23.9,40.8
2014-06-17,00:00,NA,21,63,419,23.5,42.1
2014-06-17,01:00,NA,16,69,407,23.1,44.3
2014-06-17,02:00,NA,14,22,398,23.1,44.7
2014-06-17,03:00,NA,15,19,398,23,44
2014-06-17,04:00,NA,15,26,407,23,43.3
2014-06-17,05:00,NA,20,68,445,23,43
2014-06-17,06:00,NA,28,120,536,23,43.3
2014-06-17,07:00,NA,31,178,652,23.4,42.6
2014-06-17,08:00,NA,33,218,730,23.8,40.7
2014-06-17,09:00,NA,39,188,592,23.9,37.2
2014-06-17,10:00,NA,40,190,587,23.9,36.4
2014-06-17,11:00,NA,38,168,629,23.9,36.7
2014-06-17,12:00,NA,37,146,650,23.9,36.7
2014-06-17,13:00,NA,42,182,655,24,37.1
2014-06-17,14:00,NA,41,211,675,24.2,37.5
2014-06-17,15:00,NA,37,195,720,24.4,37.9
2014-06-17,16:00,NA,32,216,884,24.7,39.7
2014-06-17,17:00,NA,32,183,858,24.8,40.2
2014-06-17,18:00,NA,31,189,774,24.9,40
2014-06-17,19:00,NA,30,199,670,24.8,40.2
2014-06-17,20:00,NA,29,133,530,24.5,40.2
2014-06-17,21:00,NA,26,107,498,24.3,40.9
2014-06-17,22:00,NA,22,84,490,24.1,41.4
2014-06-17,23:00,NA,21,86,465,24,41.4
2014-06-18,00:00,NA,17,74,414,23.7,41.7
2014-06-18,01:00,NA,15,122,399,23.3,40.9
2014-06-18,02:00,NA,15,131,402,22.8,41.7
2014-06-18,03:00,NA,13,69,393,22.8,42.1
2014-06-18,04:00,NA,13,42,402,23.1,42.8
2014-06-18,05:00,NA,17,91,448,23.2,42.4
2014-06-18,06:00,NA,26,155,528,23.2,42.7
2014-06-18,07:00,NA,30,205,658,23.5,42.9
2014-06-18,08:00,NA,31,236,748,23.8,42.8
2014-06-18,09:00,NA,33,230,607,24,41.7
2014-06-18,10:00,NA,37,203,600,24.1,41.7
2014-06-18,11:00,NA,36,179,628,24.1,42
2014-06-18,12:00,NA,NA,NA,714,24.6,42.1
2014-06-18,13:00,NA,41,NA,641,24.6,40.2
2014-06-18,14:00,NA,42,209,687,24.7,39.6
2014-06-18,15:00,NA,42,229,731,24.9,38.5
2014-06-18,16:00,NA,39,259,867,25.2,38
2014-06-18,17:00,NA,38,221,877,25.2,36.4
2014-06-18,18:00,NA,39,217,798,25.3,35.4
2014-06-18,19:00,NA,39,221,718,25.1,36.5
2014-06-18,20:00,NA,35,152,634,25.1,40
2014-06-18,21:00,NA,31,113,511,24.4,41.2
2014-06-18,22:00,NA,27,119,515,24.3,42.6
2014-06-18,23:00,NA,26,137,472,24,43.1
2014-06-19,00:00,NA,23,122,409,23.6,43.3
2014-06-19,01:00,NA,20,146,NA,23.2,43.9
2014-06-19,02:00,NA,15,217,NA,22.8,44.9
2014-06-19,03:00,NA,14,51,NA,22.8,44.8
2014-06-19,04:00,NA,16,28,NA,22.9,43.7
2014-06-19,05:00,NA,20,82,427,22.7,43.7
2014-06-19,06:00,NA,24,141,500,23,43.5
2014-06-19,07:00,NA,25,206,653,23.3,43.9
2014-06-19,08:00,NA,25,244,692,23.8,43.5
2014-06-19,09:00,NA,28,223,594,23.7,42.5
2014-06-19,10:00,NA,30,216,594,23.9,42.6
2014-06-19,11:00,NA,32,202,617,24,41.8
2014-06-19,12:00,NA,32,194,660,24.1,41.6
2014-06-19,13:00,NA,34,193,639,24,40.7
2014-06-19,14:00,NA,37,222,681,24.5,40.4
2014-06-19,15:00,NA,39,217,761,24.8,39.5
2014-06-19,16:00,NA,35,231,871,25,39.8
2014-06-19,17:00,NA,35,218,958,25.5,41.3
2014-06-19,18:00,NA,38,219,807,25.4,40.4
2014-06-19,19:00,NA,39,210,686,25.2,39.4
2014-06-19,20:00,NA,37,158,572,25,39.3
2014-06-19,21:00,NA,38,133,499,24.4,39.5
2014-06-19,22:00,NA,36,150,521,24.3,40.8
2014-06-19,23:00,NA,38,134,475,24.2,40.9
2014-06-20,00:00,NA,30,96,400,23.7,42.8
2014-06-20,01:00,NA,21,80,NA,23.4,43.8
2014-06-20,02:00,NA,17,593,NA,22.8,47.7
2014-06-20,03:00,NA,15,346,NA,22.1,55.6
2014-06-20,04:00,NA,16,38,NA,22.5,47.2
2014-06-20,05:00,NA,19,117,428,22.7,44.9
2014-06-20,06:00,NA,23,168,506,23,44.1
2014-06-20,07:00,NA,25,240,625,23.3,43.8
2014-06-20,08:00,NA,29,283,730,23.8,43.2
2014-06-20,09:00,NA,30,281,610,23.8,40.4
2014-06-20,10:00,NA,31,260,608,23.9,38.8
2014-06-20,11:00,NA,31,200,630,24,38.2
2014-06-20,12:00,NA,30,170,663,24.1,37.6
2014-06-20,13:00,NA,30,216,674,24.2,37.4
2014-06-20,14:00,NA,33,215,721,24.5,37.5
2014-06-20,15:00,NA,33,225,798,24.9,37.7
2014-06-20,16:00,NA,32,227,920,25.1,38.9
2014-06-20,17:00,NA,31,238,900,25.3,38.4
2014-06-20,18:00,NA,30,222,793,25.3,37.3
2014-06-20,19:00,NA,30,218,736,25.2,37
2014-06-20,20:00,NA,33,150,539,24.5,35.4
2014-06-20,21:00,NA,31,136,501,24.3,35.1
2014-06-20,22:00,NA,30,114,536,24,35.9
2014-06-20,23:00,NA,34,118,487,24,35.3
2014-06-21,00:00,NA,33,132,437,23.8,36.3
2014-06-21,01:00,NA,24,91,NA,23.3,37.6
2014-06-21,02:00,NA,28,98,NA,23.1,37.1
2014-06-21,03:00,NA,29,19,NA,22.9,37.7
2014-06-21,04:00,NA,19,22,390,22.8,38.7
2014-06-21,05:00,NA,20,60,404,23,38.1
2014-06-21,06:00,NA,24,84,416,22.9,37.8
2014-06-21,07:00,NA,28,117,442,23,38
2014-06-21,08:00,NA,29,147,489,23.2,37.7
2014-06-21,09:00,NA,30,150,556,23.4,37.1
2014-06-21,10:00,NA,29,145,605,23.6,36.5
2014-06-21,11:00,NA,30,153,668,23.9,36.1
2014-06-21,12:00,NA,28,152,641,24.1,36.4
2014-06-21,13:00,NA,28,194,682,24.2,36.8
2014-06-21,14:00,NA,30,199,765,24.8,36.9
2014-06-21,15:00,NA,31,197,850,25,36.4
2014-06-21,16:00,NA,33,182,894,25.1,37
2014-06-21,17:00,NA,32,188,882,25.2,36.5
2014-06-21,18:00,NA,33,205,874,25.4,37
2014-06-21,19:00,NA,35,179,808,25.3,37.9
2014-06-21,20:00,NA,36,156,709,25.2,37.7
2014-06-21,21:00,NA,38,161,658,25.1,37.7
2014-06-21,22:00,NA,37,165,820,25.2,39.7
2014-06-21,23:00,NA,40,152,790,25.2,39.3
2014-06-22,00:00,NA,46,130,669,25.1,38.1
2014-06-22,01:00,NA,38,137,629,24.9,37.9
2014-06-22,02:00,NA,34,86,550,24.3,37.6
2014-06-22,03:00,NA,29,83,477,24.2,37.4
2014-06-22,04:00,NA,28,73,438,23.9,37.3
2014-06-22,05:00,NA,28,71,430,23.9,37.8
2014-06-22,06:00,NA,25,73,423,23.6,38.2
2014-06-22,07:00,NA,27,94,425,23.6,37.7
2014-06-22,08:00,NA,26,101,444,23.8,37.5
2014-06-22,09:00,NA,22,96,463,23.7,37.3
2014-06-22,10:00,NA,20,111,483,24,37.4
2014-06-22,11:00,NA,20,120,512,24.1,37.2
2014-06-22,12:00,NA,21,119,520,24.4,36.9
2014-06-22,13:00,NA,21,120,520,24.3,36.6
2014-06-22,14:00,NA,22,149,534,24.7,37.1
2014-06-22,15:00,NA,24,156,559,24.9,36.4
2014-06-22,16:00,NA,24,157,574,25,35.6
2014-06-22,17:00,NA,27,167,589,25.1,36.7
2014-06-22,18:00,NA,29,175,554,25.1,37.3
2014-06-22,19:00,NA,28,173,547,25.2,38.1
2014-06-22,20:00,NA,28,119,494,25,37.7
2014-06-22,21:00,NA,28,105,467,24.5,36.7
2014-06-22,22:00,NA,27,96,474,24.5,36.2
2014-06-22,23:00,NA,26,91,436,24.4,36.3
2014-06-23,00:00,NA,25,78,NA,24.1,37.2
2014-06-23,01:00,NA,19,109,NA,23.7,38.4
2014-06-23,02:00,NA,17,72,NA,23.7,38.7
2014-06-23,03:00,NA,17,145,NA,23.5,39.1
2014-06-23,04:00,NA,17,225,NA,23.4,39
2014-06-23,05:00,NA,22,109,431,23.6,38.9
2014-06-23,06:00,NA,34,164,500,23.6,38.9
2014-06-23,07:00,NA,40,238,637,24.3,38.9
2014-06-23,08:00,NA,42,297,688,24.7,38.8
2014-06-23,09:00,NA,42,302,589,24.9,37.5
2014-06-23,10:00,NA,46,275,588,24.9,36.8
2014-06-23,11:00,NA,45,243,600,25,36
2014-06-23,12:00,NA,43,218,643,25.1,35.7
2014-06-23,13:00,NA,47,237,648,25.2,35.1
2014-06-23,14:00,NA,47,231,662,25.2,35.3
2014-06-23,15:00,NA,47,251,716,25.5,36
2014-06-23,16:00,NA,42,255,813,25.7,37.3
2014-06-23,17:00,NA,38,241,820,25.9,36.7
2014-06-23,18:00,NA,36,201,780,26,36.9
2014-06-23,19:00,NA,35,160,653,25.8,36.1
2014-06-23,20:00,NA,38,125,514,25.4,35.2
2014-06-23,21:00,NA,36,111,495,25.3,36.4
2014-06-23,22:00,NA,38,96,462,25.1,36.3
2014-06-23,23:00,NA,35,120,450,24.9,36.9
2014-06-24,00:00,NA,35,101,396,24.7,37.7
2014-06-24,01:00,NA,39,62,NA,24.1,38.9
2014-06-24,02:00,NA,29,26,NA,24,39.2
2014-06-24,03:00,NA,27,16,393,23.9,39.6
2014-06-24,04:00,NA,24,27,401,23.9,39.4
2014-06-24,05:00,NA,28,85,439,23.9,39.4
2014-06-24,06:00,NA,35,167,516,24.3,40
2014-06-24,07:00,NA,40,249,644,24.3,40.4
2014-06-24,08:00,NA,41,389,699,24.9,40.5
2014-06-24,09:00,NA,42,333,604,25.2,39
2014-06-24,10:00,NA,44,297,580,25.2,38
2014-06-24,11:00,NA,46,273,615,25.3,38
2014-06-24,12:00,NA,49,214,647,25.3,38
2014-06-24,13:00,NA,46,223,666,25.5,37.9
2014-06-24,14:00,NA,45,235,700,25.6,36.8
2014-06-24,15:00,NA,47,255,800,25.9,37.2
2014-06-24,16:00,NA,47,244,910,26.1,38.4
2014-06-24,17:00,NA,45,230,951,26.4,39.3
2014-06-24,18:00,NA,43,217,800,26.3,37.5
2014-06-24,19:00,NA,42,170,644,26.1,37.7
2014-06-24,20:00,NA,39,178,536,26,38.2
2014-06-24,21:00,NA,35,128,507,25.7,40.2
2014-06-24,22:00,NA,34,132,495,25.6,40.9
2014-06-24,23:00,NA,36,138,471,25.4,40.9
2014-06-25,00:00,NA,46,91,404,25.1,40.5
2014-06-25,01:00,NA,42,59,NA,24.8,40.9
2014-06-25,02:00,NA,23,50,NA,24.6,40.5
2014-06-25,03:00,NA,22,43,NA,24.5,40.5
2014-06-25,04:00,NA,23,72,403,24.4,40.7
2014-06-25,05:00,NA,26,100,445,24.4,40.9
2014-06-25,06:00,NA,27,170,516,24.5,42
2014-06-25,07:00,NA,30,223,623,24.8,42.9
2014-06-25,08:00,NA,30,305,747,25.1,44
2014-06-25,09:00,NA,34,283,630,25.3,42.2
2014-06-25,10:00,NA,39,246,639,25.3,41.3
2014-06-25,11:00,NA,39,240,713,25.4,40.8
2014-06-25,12:00,NA,41,199,762,25.5,39.8
2014-06-25,13:00,NA,43,202,772,25.5,38.6
2014-06-25,14:00,NA,46,231,800,25.6,37.4
2014-06-25,15:00,NA,49,258,839,25.8,36.7
2014-06-25,16:00,NA,47,283,960,26.1,36.9
2014-06-25,17:00,NA,45,240,977,26.1,36.6
2014-06-25,18:00,NA,39,204,935,26.1,35.8
2014-06-25,19:00,NA,37,195,774,25.9,33.8
2014-06-25,20:00,NA,38,131,592,25.4,32.1
2014-06-25,21:00,NA,36,125,518,25.2,31.5
2014-06-25,22:00,NA,36,126,482,25,31.2
2014-06-25,23:00,NA,42,136,508,24.9,31.5
2014-06-26,00:00,NA,36,99,409,24.7,31.4
2014-06-26,01:00,NA,38,100,NA,24.4,31.9
2014-06-26,02:00,NA,28,86,NA,24.2,31.6
2014-06-26,03:00,NA,30,41,NA,24.1,32.3
2014-06-26,04:00,NA,31,28,396,24,32.4
2014-06-26,05:00,NA,38,86,438,24,32.8
2014-06-26,06:00,NA,47,161,503,24.2,33.3
2014-06-26,07:00,NA,52,229,635,24.4,34.1
2014-06-26,08:00,NA,53,306,734,24.9,34.5
2014-06-26,09:00,NA,55,288,630,25,32.2
2014-06-26,10:00,NA,58,268,635,25,31.4
2014-06-26,11:00,NA,57,255,672,25.2,31.9
2014-06-26,12:00,NA,57,208,715,25.3,32.6
2014-06-26,13:00,NA,57,216,755,25.4,33.4
2014-06-26,14:00,NA,62,235,781,25.6,34.1
2014-06-26,15:00,NA,60,274,859,26,35.3
2014-06-26,16:00,NA,55,303,933,25.9,36.2
2014-06-26,17:00,NA,52,246,971,26,36.9
2014-06-26,18:00,NA,52,243,930,26.4,36.7
2014-06-26,19:00,NA,46,243,749,26.4,41
2014-06-26,20:00,NA,47,183,616,26.2,44
2014-06-26,21:00,NA,55,113,539,26,44.1
2014-06-26,22:00,NA,55,131,531,25.8,44.2
2014-06-26,23:00,NA,52,173,518,25.7,45.1
2014-06-27,00:00,NA,40,121,425,25.5,43.7
2014-06-27,01:00,NA,28,375,393,24.9,48.4
2014-06-27,02:00,NA,24,154,390,24.8,47.3
2014-06-27,03:00,NA,22,176,NA,24.8,46.7
2014-06-27,04:00,NA,22,59,404,24.7,47.1
2014-06-27,05:00,NA,24,86,446,24.7,47.1
2014-06-27,06:00,NA,30,137,508,24.8,47.8
2014-06-27,07:00,NA,36,173,617,25,48.4
2014-06-27,08:00,NA,37,256,778,25.4,49.9
2014-06-27,09:00,NA,43,230,605,25.6,46.8
2014-06-27,10:00,NA,43,240,632,25.8,46.1
2014-06-27,11:00,NA,41,197,671,25.8,45.5
2014-06-27,12:00,NA,40,169,762,26,45
2014-06-27,13:00,NA,40,183,739,26,43.8
2014-06-27,14:00,NA,NA,204,829,26.3,42.3
2014-06-27,15:00,NA,NA,208,829,26.4,41
2014-06-27,16:00,NA,NA,273,995,26.7,43.5
2014-06-27,17:00,NA,NA,244,997,26.8,44.6
2014-06-27,18:00,NA,NA,242,885,26.8,43.7
2014-06-27,19:00,NA,NA,234,790,26.7,44.3
2014-06-27,20:00,NA,NA,136,617,26.4,44.6
2014-06-27,21:00,NA,NA,139,584,26.3,45.3
2014-06-27,22:00,NA,NA,100,546,26.2,44.5
2014-06-27,23:00,NA,NA,104,529,26.1,43.3
2014-06-28,00:00,NA,NA,135,480,25.9,43.8
2014-06-28,01:00,NA,NA,111,416,25.8,44
2014-06-28,02:00,NA,NA,57,411,25.6,44.5
2014-06-28,03:00,NA,NA,16,417,25.4,44.2
2014-06-28,04:00,NA,NA,10,415,25.2,43.8
2014-06-28,05:00,NA,NA,80,446,25.2,44.2
2014-06-28,06:00,NA,NA,109,459,25.2,43.7
2014-06-28,07:00,NA,NA,133,486,25.3,43.8
2014-06-28,08:00,NA,NA,146,552,25.4,43.8
2014-06-28,09:00,NA,NA,153,616,25.5,45
2014-06-28,10:00,NA,NA,158,716,25.6,45.8
2014-06-28,11:00,NA,NA,150,754,25.7,46
2014-06-28,12:00,NA,NA,159,746,25.7,44.9
2014-06-28,13:00,NA,NA,210,827,25.8,45.3
2014-06-28,14:00,NA,NA,211,1081,25.7,50.3
2014-06-28,15:00,NA,NA,212,1048,25.5,49.8
2014-06-28,16:00,NA,NA,200,1146,25.4,52.1
2014-06-28,17:00,NA,NA,178,1005,25.4,49.7
2014-06-28,18:00,NA,NA,192,928,25.5,49.1
2014-06-28,19:00,NA,NA,163,794,25.8,48.1
2014-06-28,20:00,NA,NA,134,648,25.5,45.3
2014-06-28,21:00,NA,NA,122,570,25.7,44.3
2014-06-28,22:00,NA,NA,96,537,25.5,43.4
2014-06-28,23:00,NA,NA,104,514,25.5,42.9
2014-06-29,00:00,NA,NA,85,471,25.4,42.3
2014-06-29,01:00,NA,NA,32,415,25.2,42.5
2014-06-29,02:00,NA,NA,6,401,25.1,43.2
2014-06-29,03:00,NA,NA,6,404,25,43.9
2014-06-29,04:00,NA,NA,12,417,24.9,43.9
2014-06-29,05:00,NA,NA,63,425,24.8,43.6
2014-06-29,06:00,NA,NA,78,425,24.7,44.1
2014-06-29,07:00,NA,NA,95,442,24.7,44.9
2014-06-29,08:00,NA,NA,120,475,24.7,44.8
2014-06-29,09:00,NA,NA,132,533,24.7,44.7
2014-06-29,10:00,NA,NA,132,583,24.8,45.3
2014-06-29,11:00,NA,NA,138,618,24.8,45.9
2014-06-29,12:00,NA,NA,122,636,25,44.5
2014-06-29,13:00,NA,NA,132,645,25,42.4
2014-06-29,14:00,NA,NA,185,691,25.1,42.6
2014-06-29,15:00,NA,NA,192,759,25.2,44.6
2014-06-29,16:00,NA,NA,188,753,25.3,43.6
2014-06-29,17:00,NA,NA,180,757,25.4,43.9
2014-06-29,18:00,NA,NA,168,666,25.4,41.4
2014-06-29,19:00,NA,NA,152,612,25.3,40
2014-06-29,20:00,NA,NA,156,538,25.2,39.9
2014-06-29,21:00,NA,NA,128,510,25.1,39.7
2014-06-29,22:00,NA,NA,116,491,25,39.4
2014-06-29,23:00,NA,NA,114,468,24.9,39
2014-06-30,00:00,NA,NA,135,412,24.6,39.4
2014-06-30,01:00,NA,NA,48,390,24.3,39.9
2014-06-30,02:00,NA,NA,36,391,24.5,39.9
2014-06-30,03:00,NA,NA,32,NA,24.4,40.4
2014-06-30,04:00,NA,NA,46,400,24.4,40.6
2014-06-30,05:00,NA,NA,105,442,24.3,40.8
2014-06-30,06:00,NA,NA,159,508,24.3,41.8
2014-06-30,07:00,NA,NA,248,641,24.4,42.8
2014-06-30,08:00,NA,NA,290,700,24.8,42.5
2014-06-30,09:00,NA,NA,282,618,24.9,40.8
2014-06-30,10:00,NA,NA,273,644,25.1,39.8
2014-06-30,11:00,NA,NA,251,667,25.1,39.3
2014-06-30,12:00,NA,NA,213,713,25.3,39.3
2014-06-30,13:00,NA,NA,248,740,25.1,38.9
2014-06-30,14:00,NA,NA,276,773,24.9,39
2014-06-30,15:00,NA,NA,262,836,25.1,38
2014-06-30,16:00,NA,NA,296,984,25.2,38.3
2014-06-30,17:00,NA,NA,264,920,25.3,37.9
2014-06-30,18:00,NA,NA,258,744,25.4,36.1
2014-06-30,19:00,NA,NA,220,730,25.6,36
2014-06-30,20:00,NA,NA,177,570,25.4,35.5
2014-06-30,21:00,NA,NA,145,517,25.3,36
2014-06-30,22:00,NA,NA,130,494,25.1,38.8
2014-06-30,23:00,NA,NA,113,467,25,40.7
2014-07-01,01:00,NA,NA,200,400,24.4,43.1
2014-07-01,02:00,NA,NA,163,390,24.4,42.5
2014-07-01,03:00,NA,NA,32,NA,24.2,40.9
2014-07-01,04:00,NA,NA,58,397,24.2,39.9
2014-07-01,05:00,NA,NA,86,437,24.3,39.3
2014-07-01,06:00,NA,NA,139,496,24.3,39.2
2014-07-01,07:00,NA,NA,212,642,24.4,39.8
2014-07-01,08:00,NA,NA,285,692,24.8,40.1
2014-07-01,09:00,NA,NA,281,620,25,39.3
2014-07-01,10:00,NA,NA,262,632,25,40.1
2014-07-01,11:00,NA,NA,227,664,25.1,41.2
2014-07-01,12:00,NA,NA,195,703,25.2,40.8
2014-07-01,13:00,NA,NA,234,735,25.4,40.3
2014-07-01,14:00,NA,NA,249,771,25.5,41.1
2014-07-01,15:00,NA,NA,258,801,25.6,40.4
2014-07-01,16:00,NA,NA,255,909,25.8,40.9
2014-07-01,17:00,NA,NA,263,912,26,41.5
2014-07-01,18:00,NA,NA,239,849,26.1,40.8
