iid,gender,department,level,sentiment,intention,departure_date,how_long
479d263d6d9397d75bcf068f56b55542,M,HR,Low,8,1,NA,731
0a8357748838c157e2ae3430739574e9,M,HR,High,7,2,NA,731
a4a6a4904499a0e0161c6acbccf98753,M,R&D,Low,3,1,NA,731
6474ca217e9be0105c49bd8147bf56dd,M,HR,Low,10,3,2020-07-31,578
835c5f0ad5b06cca225d5fcf6fbac2a3,M,Sales/Marketing,Medium,10,3,2019-11-30,334
b06d5a943852b86eaa95065fd7151106,M,IT,Medium,8,4,NA,731
2e79a852c93524b1d80fc226c2bf4924,F,HR,Low,8,2,NA,731
07c321a0706fbd117125e01872672182,M,HR,Low,4,8,2019-09-30,273
f73e2010256ed2ddf45027cc31dadc98,M,Finance,High,8,4,NA,731
0ed997a32550b600ac9720c046237de2,M,HR,Low,7,2,2019-07-31,212
4d3fa4d290c43c3fb8f5c7a4d8671697,M,Finance,Medium,7,4,2020-07-31,578
c9b852135443bd155ba584a4a8339db3,M,HR,Low,7,4,NA,731
cf60bb4807f43f2332b11c7774e9306c,F,Finance,Medium,7,9,2020-11-30,700
a5c9a0110f33e85840275cf5a3643b9b,M,HR,Medium,9,3,NA,731
44ba458f068975fa9d82957cd94f779d,M,Finance,Medium,4,6,NA,731
0686dfc65487426b26adc7ba47ff0f18,M,IT,Low,10,2,NA,731
83c97dbad508aa2e601a5cf59fef43a3,M,IT,Low,4,9,NA,731
23e2fe5f3b380dd8777c9fd6ee02e8f7,F,Finance,Low,10,3,NA,731
40d67aac14906c949f5d03337563331a,M,HR,Medium,8,8,2019-09-30,273
24f1a1df545061d07edd0c92f10c8d3d,M,HR,High,7,3,NA,731
0ca115774533680f660d743f80478bf8,M,HR,Low,8,2,NA,731
5b9d6fdae87702eb9f620322c5087dee,M,Sales/Marketing,Medium,8,8,NA,731
16ae99c4e1fd0b2a3232c82372672f06,M,Finance,Medium,7,5,2020-09-30,639
5f30cf7a93b04c9fc833fe20214e0f4f,M,Finance,Medium,5,5,2019-06-30,181
22457ca69bd9370bf58321ba00d16232,M,Finance,Low,7,2,NA,731
271947ec4a6ecd4c0facaaf532bb0061,M,HR,Medium,8,3,NA,731
ea5a2149b2f5d1cfe07617c504aae221,F,Finance,Medium,8,3,NA,731
2a2d5d9e75d55b051a527b3e9e159f0f,F,IT,Low,8,3,NA,731
e7007e43222e5a3997983fbe6e0cedf6,M,IT,Low,7,2,NA,731
916f53b4b8e6f787131891902960131c,M,IT,Medium,10,3,NA,731
19e7bceb8151b3328e26fe6b8eb202e2,M,HR,Low,8,5,NA,731
375e0d6160b2ac3f28a923fcbf2c3c2e,M,Finance,Low,7,7,2020-01-31,396
3ce800c1172489a3775d0f3fc51b2e4d,M,HR,Medium,9,3,NA,731
7543eceb49b625fa4d1ff3adb916e2eb,M,HR,Low,7,6,2020-09-30,639
1d0d8eb579d686543a14b93cbfb27fbb,M,HR,Low,7,1,NA,731
ade2d05eda412b13a1b528e82104c3a6,M,HR,Low,6,2,NA,731
c130509faf31d410dd4ad00560421674,M,Finance,Medium,8,4,NA,731
4fc01ac019b1edae8c69b5bca83832a1,M,R&D,Low,8,2,NA,731
8c1ef5781696fcb8cc8397260f417fd0,M,Strategy & Operations,Medium,9,3,NA,731
6228f115cfcd0a4ff4410802fdfd2c41,F,Finance,Low,5,2,NA,731
46c310e2b43adb8532ffc4d917ca8efc,F,Finance,Low,8,7,2020-03-31,456
14870f98c1d5ddc9a95d33dbe0c37331,M,Finance,High,8,4,2019-08-31,243
c019582f79784e12f433328e5fa1bee7,M,HR,Medium,10,8,2020-12-31,731
eb10900dc7725170ca5c62bdfeb16ae1,F,HR,High,8,8,NA,731
c78db835e4da5e7312b7b29ea35ecf2e,M,IT,Medium,6,2,NA,731
71a3b2e71cac367e44cf8130b062aaa7,M,R&D,Low,8,4,NA,731
14c041b6370679042e1d7473d251d54b,F,Finance,Low,8,2,NA,731
5ce19b157e0941af1aa9c138244d75f9,M,Sales/Marketing,Low,10,2,2019-08-31,243
eec53775d4744de711db086bce2bab56,M,Finance,Low,4,3,2019-11-30,334
e08985c640bef7261fbd7b1b29d0eeeb,M,Strategy & Operations,High,5,7,NA,731
f028bf722c6f37c8dc3d43a59f28995c,M,IT,High,10,3,2020-04-30,486
52a432c3f217757eac11f1dfe1f0530b,F,Finance,Low,7,5,2020-05-31,517
c594f7ff1ea7b075ac7dd43651daed3e,M,Finance,Low,7,7,2020-07-31,578
64c5817c87cccc8435cc1f1c08aea820,M,IT,Low,10,2,2019-06-30,181
a98cdb2b9fe5b158cdeb3303125fb991,M,HR,Low,10,2,NA,731
849b51b0430e04881f99623d41897126,M,Sales/Marketing,Medium,9,4,NA,731
d6004d51c2bf48e9a2b94d9bbcfc5f65,M,Finance,Low,6,4,NA,731
47973ddd33e5cfd09561c63136d7ad47,M,Sales/Marketing,Low,8,3,NA,731
3a08cef274064d342eab4537b56abee3,M,Sales/Marketing,Low,6,4,NA,731
215b849138679057f2ab02e34b8f87e6,M,HR,Medium,8,4,NA,731
e9f82e323b34eeeca65c2758413ce2eb,M,HR,Low,8,3,NA,731
2f4ce73403931eafd2a89982b7edd379,M,Finance,Low,10,3,NA,731
7f76d7b2eaaed6b8a5f68c14013f4a79,M,HR,Low,7,5,NA,731
3ffd78abb00ba2505dd0a89a42a0be66,M,HR,Low,4,5,2020-07-31,578
4e3b8f77ada06d75064732fc05172446,M,HR,Low,7,6,NA,731
0a5fdadcf7e7296aa241c9d99ac07c9d,M,HR,Low,7,4,NA,731
2af85c1ab0c6a1383367b6da5d0a4381,M,IT,Low,6,7,NA,731
c1d90a064f50a1c08d1c3972600b4e70,M,HR,Low,8,6,2019-11-30,334
23c30b057ddd89241e98ddd13f0fb84a,F,IT,Low,4,4,NA,731
42001609bae283b13eb241312aa8e335,M,IT,Low,8,4,NA,731
ed1119b3f4bc6246be3a3e9658726331,M,Sales/Marketing,Low,10,2,NA,731
e20baf1a3bcfe835c7c21f24ef18bf33,M,Finance,Low,8,7,2020-02-29,425
cf6da848cd6595b43b64dc5d4b9cd1e6,M,Finance,High,6,7,NA,731
2cd1a9e53ebc7507f16bed20a7635d30,F,Finance,Low,7,5,2020-09-30,639
6f9949046e237ba207d6a08799aae2a4,M,HR,High,9,9,2019-02-28,59
25b1c9269978013b8f041ecd8c770236,F,Finance,Low,8,5,2020-07-31,578
7060588d1626260117be308ba754facd,M,HR,Low,8,3,NA,731
2eab9a16613ddc099591f69ad4854292,F,R&D,Low,6,4,NA,731
009f68ecc3b8ccae2e780a5cf1e7715b,F,IT,Low,8,3,2019-09-30,273
3017e0fa30f9835da74213b01d1f125d,M,Finance,Low,9,1,NA,731
7b86bb54894b67ee239e79d542226027,F,HR,Low,8,3,NA,731
94c3323aab77617b463f303f9bbd261a,M,HR,High,10,3,2020-03-31,456
4fb8654d21c80675514939ecab55ceb7,M,IT,Low,10,1,NA,731
54a861455b0378c5262f3ddcf4ac584f,M,HR,Low,10,4,NA,731
4702b4652792e85fe284861c4829ce89,F,Finance,Low,7,2,2020-05-31,517
43fc3b3885034ab41ad5e12df24763d8,F,HR,Medium,7,4,NA,731
0d4ebc2132a8bdb21ab8decc4229a885,F,HR,Low,8,2,NA,731
dda54af9d55a1f4c885f659e68e2cc3e,M,Finance,Low,7,7,2020-09-30,639
0b6706098a16647686f803709108d32a,M,HR,Medium,2,4,NA,731
94cde091a110e14d1eb88e8fe89f1145,F,HR,Low,7,4,NA,731
e9cb30e46604fed99c0bf4487d93b6ff,F,R&D,Low,7,8,NA,731
17699fe843c7c863b9807483f14090a0,M,Finance,Low,7,4,NA,731
7e8ee6b9661bbfd09f23a63976d922ac,M,IT,Low,8,4,NA,731
d680c1dbaf49d784f59326572488c5bf,M,Finance,Low,8,3,NA,731
23820848ca8d7d340c516a67245e5606,M,Sales/Marketing,Medium,7,4,2019-03-31,90
dc9353d5676c801df27e0f9980ae3a3a,M,HR,Low,7,4,2020-10-31,670
73deeed2843f2f2025be672c71c96900,M,Finance,Low,10,3,NA,731
34e12d8be2199b0e7f7ab3ef927590e1,M,IT,Medium,9,3,NA,731
a90b07a43fcbf20e44cc7793acb8b8de,M,Finance,Low,10,2,NA,731
f01f034e7d58a52982b1a31f31a1ac4c,F,R&D,Low,4,7,2019-07-31,212
47f0c302f358c360480e11b98bed263e,M,HR,Low,7,5,NA,731
c9a654f0e459c62254b0665183f1ddd7,M,Finance,High,7,4,2020-12-31,731
da0bad86badec6d6d7b7126d4815caca,M,Finance,Medium,2,3,2020-09-30,639
21e28afaaf8c0a00946b16e28b766e61,M,HR,Low,10,3,NA,731
21bb7e68487afb533dc21c37f98b754e,F,HR,Low,7,2,NA,731
6ff4a16783cebf33d447302ea17cc04b,M,Finance,Medium,9,2,NA,731
8978effa6861986bef2a068251385684,M,IT,Low,6,4,NA,731
16ae16aca107637d2fb96231d2662e8d,F,Finance,Low,10,4,NA,731
20fb546f7901b4c1ef031c52fb5d357b,M,Finance,Low,7,8,NA,731
84e7d3def8a87844409692d4e9c54051,M,HR,Low,8,2,NA,731
a3ef4f73ede6e4309587e7b2862bfb35,M,Strategy & Operations,Low,8,4,NA,731
6f446d05707f8a46029f5dac04345911,M,HR,High,6,6,NA,731
5e95188a4a60a37512fab71f0607f2e0,M,Finance,Medium,8,2,2019-05-31,151
af4b929d96c29f3b106bf3a8d9253cd7,F,Finance,Low,7,2,NA,731
fb4b29a9c07d30a7881b7607b2b48cd7,M,Finance,Low,9,2,2020-01-31,396
d95a2576d6d5f20c3ba92d724d0a04a8,M,IT,Low,8,7,2020-01-31,396
7efe1906bb033c00876459e334610ab8,M,Finance,High,4,7,NA,731
6eadbbe9d99a4038a80d6c533374b80a,M,Sales/Marketing,Low,10,3,NA,731
a70d4c955a74481647743e7af846783e,M,HR,Low,4,7,2019-05-31,151
f5aefacf854371c84492336e673c03c9,M,Finance,Medium,8,7,2019-04-30,120
e2ec32b38bae7d562404a5973d62b65e,M,Finance,High,5,6,NA,731
06615e48c116fefe19d6e1ec626cab6c,M,Strategy & Operations,High,7,6,NA,731
6d30e6acdc6442d4ed72d79f2fd79d05,F,IT,Low,10,2,NA,731
b391072581458f4f590fc8a919e917c3,M,Sales/Marketing,Low,8,3,NA,731
5264f64f6fbc55257fcae279a4ce417a,M,HR,Low,9,1,NA,731
0fe874ed69b82002d1319134583c5835,M,IT,Medium,8,4,NA,731
c48248e16561218a818bd912ab991e3a,F,Finance,Medium,6,8,2019-07-31,212
b92b8dfd0fdfed971320aa77cf98fa11,M,HR,Medium,9,5,2020-09-30,639
fbfbc202d1cd1eeff30684397c0523e3,M,HR,Low,10,2,NA,731
de261698840af128438a47bf710dd015,M,Finance,Medium,10,3,2020-11-30,700
74b576a6139312b6028f1c17f0abd583,F,HR,Low,9,1,NA,731
a482a93f7da3c691f32773faac65d40a,F,HR,Low,8,3,NA,731
967374362b152b214cecd4e0b3c8f846,M,HR,Low,7,2,NA,731
9663c67ffd2faeb089d2bb2f63b4cd56,M,R&D,High,10,5,NA,731
b598b631a3d7a19297f2f497414998e3,F,Sales/Marketing,High,10,3,NA,731
3a3784d89152ed96a5e9f58eca8bf765,F,Finance,Low,7,5,2019-11-30,334
7d06691b0c9115011dfc2baee8c2d62e,F,HR,Low,2,10,NA,731
f969bcc47b4a0af42a7ba30793405887,M,Finance,Low,10,5,NA,731
61f459ae7987e27486574305eff78bb0,M,IT,Low,7,7,2020-11-30,700
1dd1fce60d57ce733a84c5acaef4277d,F,Finance,Low,8,2,NA,731
1da1aee0ea4fbaa7f020a4706071b042,F,IT,Low,8,3,NA,731
77fdb8d6913a149f74e3140a550e31f9,M,HR,Low,10,2,NA,731
def7b9dc6289aeafe9f5dd33ed9133b6,M,Finance,Low,8,2,NA,731
f073ba72efc1cce7b01115ee62d90b89,M,IT,Medium,2,7,2020-10-31,670
a0a7ef4073cdd726eb7251bb638dff4e,M,R&D,Low,8,8,NA,731
67ca85b39482ddf5487b339bfed0ec44,M,HR,Low,7,8,2020-03-31,456
d421838de9e42665764cda34329b48c2,M,HR,Low,10,2,NA,731
4f42a787d1adef387589773544e9a13e,M,HR,Low,7,2,NA,731
c851134145f9c496490e2d59baa5ffac,M,Sales/Marketing,Low,8,2,NA,731
557a2ad842bed03b0f0d2b429dbd102c,M,Finance,Low,6,5,2020-10-31,670
1d3f38d630ecb424a8fccd9323571cfd,M,Sales/Marketing,Low,10,5,2020-03-31,456
23c89a74427caa4101a1f06ff606283f,M,Finance,High,10,2,NA,731
2ad1fb419022792515a78f4ceb6851b4,M,Strategy & Operations,Low,10,3,NA,731
099cfbb8ada140d76d4a4597a30f00f8,M,R&D,High,10,3,2020-11-30,700
32f5f7dedf8039770b0a1567d910f65e,M,HR,Low,8,4,NA,731
c1f5f8b85453c0915e229d7e9a09791e,F,IT,High,8,1,NA,731
2f14df6f0536dfce95956fc87b6522e7,F,Sales/Marketing,Low,8,2,NA,731
1522f2ed742cd44d5426740712606794,F,Finance,Low,8,9,2019-03-31,90
5afdb93d4c8f8d5b0d406b6182344950,M,Sales/Marketing,Low,2,4,2020-10-31,670
e6c9e35c45055b9bba2d8a97c925e6f0,F,Finance,Low,7,3,2019-09-30,273
848a2b47a3f71bbd2414ef4d2e774dc1,M,HR,Medium,8,5,2019-11-30,334
2325c39d42e060a6814a6d075e1d937a,F,Sales/Marketing,Low,10,3,2020-10-31,670
dc13fec1e78a1c908defc0f9871c1e65,M,IT,Medium,1,3,NA,731
93fe07231f556d49b3c67ae1e4af2756,M,HR,Low,9,1,NA,731
276564641eb3ecf601e61833d3112a5d,M,IT,Medium,10,4,NA,731
70463784c92e5a4acec36dc482e75039,F,HR,Low,9,5,NA,731
f02e25b31f6202195902dc2f45b458af,M,HR,Medium,3,6,2019-07-31,212
a690d27f23322187b48b7135822e7162,M,R&D,Low,10,3,NA,731
07abccb0dc7f51e89a679f77e52ab40c,F,R&D,Low,8,2,2020-05-31,517
836d8e4662f29b3620723cb4f145565b,M,IT,Low,7,4,NA,731
3ff7b2d4b7f0f09aad25ee54100bfa0e,M,HR,Low,8,3,2020-02-29,425
d8a51b18d9a2629cdce9be7d9cce93be,M,Finance,Medium,10,3,NA,731
771d4a63632ba0c895071ce4273fc9dd,M,IT,Low,8,3,NA,731
e3c3879cb1a3e0a7551748da5d8fa767,M,Finance,Medium,8,3,NA,731
c8f61dc011965ca0dbcc878ed20e3b1e,M,Finance,High,10,5,NA,731
de7fb955d7212088fb274c344633b91a,M,Finance,Low,7,10,2020-07-31,578
2a3b8869f490221e2fbc822cc7e24a72,M,HR,Low,6,2,NA,731
a5648993be1bc0d0b1204f184fad0f6b,M,Finance,Low,7,4,NA,731
a241db748469a37c86015432de921ab9,F,IT,Low,7,2,NA,731
6479f20ebad5ae1a92aa02d650151e22,F,HR,Low,8,4,NA,731
812a7afc03eff7d11257b9e70185aa21,F,Finance,Medium,5,4,NA,731
2389572d1208ee3db4f133879f6c112d,F,Finance,Low,10,4,2020-01-31,396
9865b07dabb98a448e82156bd0087d7d,F,HR,Low,7,5,NA,731
305cb03d40b6982af18c7d273c76f4e5,M,IT,High,10,3,NA,731
d819302a2e745117705783a3839d7d0e,M,HR,Low,6,4,2020-09-30,639
73dec4a886a5404c09940ff4eb3f64ef,M,Strategy & Operations,Low,10,3,NA,731
ee2d2759751b13c01cf79175d7e9b651,F,Finance,Low,8,2,NA,731
4f08013a6bbac32320e73cabe944e4aa,F,Finance,Low,8,3,NA,731
68fa8e31dff07265c472da3896fb643e,M,Finance,Medium,9,1,NA,731
468089994c955730a972a2b9e016f199,M,Sales/Marketing,Low,8,1,NA,731
c45a0b7e80fe6efa857a5e904e8e6c1d,M,IT,Low,6,4,NA,731
334be52305ee670acc79bf4d085c5835,M,HR,Low,8,4,NA,731
b81bcc43857773e988f450c5a4613e61,M,HR,Medium,7,7,NA,731
cbb6734f9964f7d8ef151226a288b4a1,F,HR,High,8,4,NA,731
b163c96eead79d229bf3052602666456,M,HR,Low,10,1,NA,731
b948a8106559f0b83d96f969ede66452,M,Strategy & Operations,Low,8,3,2020-09-30,639
1ec463ee011c3be546097fc97c648242,M,HR,Medium,9,2,NA,731
8df9ac1a1014f4371a9949810cf99fcc,M,HR,Medium,7,4,NA,731
ce8213f808043b2f52e92d97bf064118,M,HR,Low,8,3,NA,731
35d24ee06ce2dcf69dc6be47b80e4fa9,M,Finance,Medium,6,10,2019-03-31,90
1a61867da4e9fd6eec6594a65b761a15,F,Finance,Low,10,4,NA,731
cd6fc9a7eb1033c7c717f99761611239,M,Sales/Marketing,Low,7,4,NA,731
e205fb32e13997f9c8e44a7230c606ac,M,HR,Medium,9,2,NA,731
a5b7ab20eac6f0dcc4967649c8e463b2,F,Sales/Marketing,High,7,5,2019-08-31,243
687792df37458e391fc4c1b5628378c9,F,Sales/Marketing,Low,7,2,2020-05-31,517
e4dcbd6836ea63fbe2685f8f5ef5ed30,M,HR,Low,9,1,2019-11-30,334
56ea2ff16ec339cda5f318ae1ee73f19,M,Finance,Medium,8,3,NA,731
6e6ef2d85b3ddb914897005cce6ed8ef,F,Finance,High,8,5,2020-03-31,456
69c31b331000275396bbdc77b3f9147e,M,R&D,Low,10,4,NA,731
1ec94cdcb7445ae9049b6456a325328c,F,Finance,Low,8,3,NA,731
62c7110e80a1c75962400b8c429a97b8,M,HR,Low,8,7,NA,731
511973e03b3d82e20b8e834565c751d7,M,Finance,Medium,8,6,2020-03-31,456
6f3cffb48dfd2f40c2dcb40aa53a0a9d,F,Finance,Medium,9,1,NA,731
0338c4d46df8bd3b5b675958dc3d8fd6,M,R&D,Low,7,9,NA,731
0ba1fa0f6c22ee0eb93ea396762e3066,M,HR,Low,7,4,NA,731
a2c293ff64303bb71232aa904f9315b1,F,Strategy & Operations,Low,10,3,NA,731
38887ac4df5d746a8e265c0addff1f2a,F,Finance,Medium,7,2,NA,731
97dd4737de4a643aed9bc1249ea1cd1a,M,IT,Low,7,4,NA,731
fc889e445f05f6922e032e5a840e8196,M,HR,Medium,10,4,NA,731
dd262e015649bb8106f3dafec22d6dc7,M,HR,Low,9,7,NA,731
7b29dc2fcff730975943be29ee947590,F,HR,Low,8,3,2020-01-31,396
3c1542dc2a986bb86e760b329bb3bb98,M,Finance,Medium,7,2,NA,731
785cafe5bdf23c879a365b49f36e99b7,M,Strategy & Operations,Low,8,1,NA,731
e240ce787eb95dddd33cfb6291a814de,M,Strategy & Operations,Low,8,3,NA,731
54170f1ee3d7fdc41156f9780d4f1432,M,Finance,Low,5,7,NA,731
f329721c75abc27fd52f78e5275ecf20,F,Finance,Low,7,4,2020-05-31,517
57c21bc496eb4eb4359257196f447084,M,HR,Low,8,3,2019-05-31,151
8a05a3a6d257661534b524417d78111c,F,IT,Low,10,2,NA,731
8dce07137f85cb16241e5a9de5c37f7b,F,Sales/Marketing,High,5,6,NA,731
dc3cc5be8cfb010d7f6abe51b2f2f62a,M,HR,Low,8,6,NA,731
3800779a25f8f468cba33c8484397fd4,M,IT,Low,7,5,2020-02-29,425
50224a4122c56e8a779dbc750d870030,M,HR,High,8,8,2019-05-31,151
2c6e89ad3164f4d35d0b14c186a88745,M,Finance,Low,4,3,NA,731
58b12dac17af5a98e94e92c4ed776963,F,HR,Low,7,6,NA,731
206b2a1e0fa914c458b71f1a28ca4d3f,M,HR,Medium,10,1,NA,731
cf40cbb7961e640e78c40c9131a834d3,F,Strategy & Operations,Low,8,4,NA,731
b5a7d7772d66221df6e36f3067ff54f2,M,HR,Low,7,3,2020-04-30,486
6cc9c1416b528ddbb8edc92c99923a5d,M,HR,Low,10,2,2020-12-31,731
57640d8d810e456d970da588603159ae,M,HR,Low,5,4,2020-03-31,456
ee7cb53fb1b8d21f52fa5203bd67e7c6,M,Finance,Low,8,4,2020-02-29,425
350b320de913cb8344933918a2ea8858,M,IT,Medium,8,3,NA,731
3209243b8e19bae2c53f8378307e52d1,M,HR,Low,7,5,NA,731
6625d928935577396729dd76b51dbe62,F,HR,High,8,3,NA,731
fc70f44d3b65494b91608c59d82525f1,M,HR,Medium,2,7,NA,731
8b34eb8f7769e2bc11769445a7df158f,M,IT,Low,7,8,NA,731
34006ad0fef06cb9874c28c91afef685,M,Sales/Marketing,Low,8,4,NA,731
6a1ec3f6eec5b1ea9b8696fed7ebfe9c,M,HR,Low,9,1,NA,731
2f84d33210bec7e19f77388c070a00fe,M,IT,Low,7,6,NA,731
a384ebf43b0af87b9cd2ccf1372815e0,M,Finance,High,10,1,NA,731
43edd3e0988ef56c76a67f9694aa046e,M,HR,Medium,7,4,NA,731
f47acbcb8ecdc6b1b2d7d1c07bf22a01,M,HR,Low,7,3,NA,731
73cc36960b45e40c0773e1ae9ed6d40b,M,Finance,High,8,2,NA,731
9b50f1402c3c68fb26f2c3a82900c22f,F,IT,Low,4,2,NA,731
4fc13599a706354f545ffa2ba7ddc947,M,Sales/Marketing,Low,7,5,NA,731
3f83b8d42f2cf4529bb948467bebd044,F,HR,Low,8,3,NA,731
f97abafec5ca5765c50877b9bf30709c,M,IT,High,5,8,NA,731
de91ad72dba792839a98b5034ad9b616,M,HR,Low,8,2,NA,731
9a3ffbfdf2f486b23baeee1e738a1ee0,M,Finance,Low,7,4,NA,731
9b3e163cb83a56f85c27a502ab6f6383,M,Finance,Low,8,4,2020-01-31,396
a8af87939aaf27c118f17451b9763e69,F,Sales/Marketing,Low,4,8,2020-03-31,456
a45a6a2afdd85eda22ef2b9463690726,M,Finance,High,8,2,NA,731
e71b7868d68bf770afd5beba3280fbd6,M,Finance,Low,10,1,NA,731
288d057b9b17ab7d268c086322346fa5,F,Finance,Low,7,4,2020-11-30,700
7eedaf8adaeb856e36dfe140d4ac55da,F,HR,Low,1,9,NA,731
3b191887f06d3e6182a93bc979437dfa,M,Sales/Marketing,Low,7,6,2019-03-31,90
fc9c8ec860e8161dcb0922b803e435e0,M,Finance,High,7,6,NA,731
631a86fa979fc8141c52f1568ff2192f,M,Finance,Low,9,5,2019-12-31,365
a7d5efcf641100697c1473d03a5c4fea,M,HR,Low,7,4,NA,731
6c01caa640d9a7ed07c904b293968276,M,Finance,Medium,7,6,2019-03-31,90
757943ce2a5efff98e43580661de29d7,M,IT,Low,2,3,NA,731
ce6225340514e7114a244833a59d2147,F,Finance,Low,7,4,2020-05-31,517
c2f1a81b36c6d8874bbdba197c09265f,M,R&D,Medium,8,5,NA,731
745aed39a65236ff4680913d5e57f1f7,M,Sales/Marketing,Medium,7,2,2020-12-31,731
b45bb4abf9493825c1c4bb63c37c98cb,F,Finance,Low,7,4,NA,731
564b29d086ce6ac8561cb12b18e972ec,F,Finance,Low,6,8,2019-05-31,151
5be38ef5599aff22714d9f399e321bce,F,HR,Low,8,1,2020-08-31,609
fea8b42116eaca4736553c06840514e0,F,Finance,Low,7,4,NA,731
6a8ce0858df3561aa1b07bed6205b63e,F,HR,Low,9,7,2020-01-31,396
48f4f7d2db97a8f98d89e39624f0c598,M,Finance,Medium,7,7,2019-06-30,181
d1f5edf71c71401c831d37dc173e42b2,M,Sales/Marketing,Medium,8,2,NA,731
4a472aa87b04c4a1836a19b4a4e3c3e8,M,Sales/Marketing,Low,7,7,2020-03-31,456
47de05e8870a90c9d64b5b07e1076c59,F,Finance,Low,8,4,NA,731
df76bc20a072a80a327084caef9f9201,M,HR,High,8,4,2020-11-30,700
6d7d2d477750af6169df353bff17346d,F,Finance,Low,8,7,NA,731
6cd82a298abf4f9860b635540d092dca,M,HR,Medium,8,5,2019-10-31,304
3acb59fa062a148460ae4290dbd0c0a1,M,Finance,Medium,10,3,2020-07-31,578
27ae040ae9647ebe6ad8600a0a513975,M,IT,High,8,3,NA,731
d544616a055f144ff85636eb6d05227b,M,Finance,Low,8,2,2020-02-29,425
8588e865b9d3f7861e41dd480805714e,M,HR,Low,3,8,NA,731
fe09019c898c7749cc98df9f34fd9290,M,Finance,Low,10,3,NA,731
1bf1778f1317ae1d2c76e7610c86d063,F,HR,Low,10,2,NA,731
0b1f8d51b8dcd27e09fdb06f2b06ab82,M,Finance,Medium,6,4,NA,731
9fc3747ce5a14b15b6bcb31861127086,F,HR,High,7,4,2020-03-31,456
0261e725484fda1bdd7c85baf30e6e82,M,HR,Low,7,7,NA,731
7aa812eb208f36e7d49647c558ff34f9,F,Finance,Medium,10,7,2019-07-31,212
e2f07e524f4611e38fb7c6263945b1ec,M,Finance,Medium,10,3,NA,731
3bf05f17bb3c5538894d9b7203d34b11,M,HR,Low,8,2,NA,731
fbe535947e23d4683454ea490a6a4758,M,Finance,Low,10,3,NA,731
61e4600e0db1d8ca77869771dd1e021b,M,HR,Medium,7,2,2019-09-30,273
4d4adfc96c45a89a28ac89cd88f47fe9,M,HR,Low,10,2,NA,731
9a69f4a5ad6fa122e75825c171817f75,M,Finance,Low,10,3,2020-01-31,396
65d3a56cd99d3e49d80d664fc72d9265,F,IT,Low,8,5,NA,731
5da52c43a9c2de92dceaac0d30eea49a,M,Finance,Low,10,4,NA,731
142958095c829fb5a42d4a6096db6752,F,IT,Medium,4,6,NA,731
86888e278bdd129d3420a25ce2d6d10f,M,Finance,Medium,4,9,NA,731
9fb71bca3ea789e917d3e1be779ccadb,M,HR,Low,9,5,NA,731
0fee0dc8e16b67fd45630869abd4a971,M,Finance,Low,8,2,NA,731
849150d8f957b94af7fdf7536ae2d662,M,IT,Medium,8,2,2020-09-30,639
56e5dccf4358ad466dbe261ebb7c8737,M,HR,Medium,8,6,2019-12-31,365
957a8d183625e663f6345ff68fa61232,F,Finance,Low,8,2,NA,731
690b0e489beef2ad521fc0dd9c4a0538,F,Finance,Low,7,5,2020-09-30,639
229466422c2792e6b01b57be11e9c13e,M,Finance,Low,7,8,2020-02-29,425
a93d1914d9c9a8c21451b23c37bf1fe9,M,IT,Low,7,2,2019-09-30,273
b085883f63969305d669d8391824d907,M,HR,Low,8,4,NA,731
42f6b5d3f2f0c21fd1891ec4df2adf03,F,Strategy & Operations,Low,7,5,2019-12-31,365
c2481fb74e08bef718ed3d32ccd2ccba,F,HR,High,7,4,NA,731
acb2f65e5b9271b418bedbef580f4f33,M,Finance,Low,7,2,2020-07-31,578
70042033f76e070d7d93e880a1e7cf69,F,HR,Low,9,3,NA,731
6107744134aa53e23e78e79402e44304,F,Sales/Marketing,Low,4,2,NA,731
c9007cccaa7f737a82714a82fb21a284,M,HR,Medium,8,4,NA,731
510dbc75d936a1dab3599751e44fa415,M,Finance,Low,7,4,NA,731
da51d9960e647fb65e5340b4510a4e2d,M,HR,Low,7,4,NA,731
37f4386117d8ab4fcd78ba2ce780e4bf,M,Finance,Low,9,5,2019-05-31,151
f6578e343e8b06ceebedc24ff2bcbc70,M,HR,Low,8,2,2020-04-30,486
d8113af66a3f3a2224b188a52fe275a1,M,Finance,Low,9,8,2020-07-31,578
f9062e25df8aca60d87d78a1095c76f9,F,HR,Low,7,3,2020-05-31,517
2cba9159403455778bb7d02089617409,M,HR,Low,7,5,NA,731
5cffd44d169c2f69ffe17ca8fe7d864d,M,HR,High,10,3,NA,731
718de63679b01eb16151cb64f63ef909,M,Sales/Marketing,Low,7,6,2019-05-31,151
80bd4d0fd5af14501bfeecbddc6c809d,M,IT,Low,10,2,NA,731
323503b0e7bcb6cbe65b3d01bc5b1489,M,Sales/Marketing,High,7,3,NA,731
b64a9ef3ca16a612d647c1620c7ae6db,F,Finance,High,7,5,NA,731
ca68905a035b2a9a49c05aa51266b09d,M,IT,Low,7,3,2019-08-31,243
620019365bc1613678326f2d6410a488,M,Sales/Marketing,Low,10,2,2020-07-31,578
3db87351e2de7dff39edd77d2eda1fd0,M,Finance,Medium,7,7,NA,731
eed5458e2350095bcdc35874c0229f7e,M,Sales/Marketing,High,9,3,NA,731
